#{"t_start": 1747234266.78602, "env_id": "None"}
r,l,t
18.0,18,0.10463
18.0,18,0.147102
13.0,13,0.159409
20.0,20,0.187929
37.0,37,0.221177
12.0,12,0.234796
11.0,11,0.244392
10.0,10,0.250855
18.0,18,0.273057
17.0,17,0.287243
19.0,19,0.299355
20.0,20,0.312795
39.0,39,0.334232
11.0,11,0.345137
39.0,39,0.371967
13.0,13,0.390329
32.0,32,0.447842
23.0,23,0.48117
33.0,33,0.527718
14.0,14,0.551328
39.0,39,0.578103
12.0,12,0.596594
46.0,46,0.644399
29.0,29,0.685259
24.0,24,0.717673
16.0,16,0.747854
17.0,17,0.763654
47.0,47,0.836704
13.0,13,0.864511
11.0,11,0.875078
25.0,25,0.913972
15.0,15,0.934213
13.0,13,0.961684
27.0,27,1.018659
16.0,16,1.052052
27.0,27,1.106667
11.0,11,1.113812
14.0,14,1.132959
21.0,21,1.171938
18.0,18,1.2112
20.0,20,1.256527
19.0,19,1.298742
15.0,15,1.317301
13.0,13,1.347825
37.0,37,1.425993
16.0,16,1.445228
52.0,52,1.510345
14.0,14,1.524779
12.0,12,1.539935
11.0,11,1.551291
17.0,17,1.571178
17.0,17,1.604734
37.0,37,1.666754
19.0,19,1.704371
13.0,13,1.729412
13.0,13,1.746488
13.0,13,1.76731
12.0,12,1.784164
10.0,10,1.799742
28.0,28,1.838978
12.0,12,1.853514
16.0,16,1.878659
58.0,58,1.920543
28.0,28,1.950242
15.0,15,1.983279
11.0,11,2.008135
11.0,11,2.032495
37.0,37,2.116533
35.0,35,2.165718
21.0,21,2.190247
15.0,15,2.21324
16.0,16,2.229883
19.0,19,2.253133
14.0,14,2.273312
30.0,30,2.307508
29.0,29,2.323192
21.0,21,2.335265
15.0,15,2.347018
16.0,16,2.355784
19.0,19,2.366988
21.0,21,2.381479
12.0,12,2.387804
42.0,42,2.414912
27.0,27,2.42963
14.0,14,2.436176
15.0,15,2.446302
23.0,23,2.461087
19.0,19,2.47104
15.0,15,2.488582
14.0,14,2.498257
11.0,11,2.505456
35.0,35,2.531587
46.0,46,2.567559
22.0,22,2.583013
14.0,14,2.591177
17.0,17,2.604848
14.0,14,2.618
26.0,26,4.442041
27.0,27,4.468656
20.0,20,4.486794
14.0,14,4.494118
67.0,67,4.532827
46.0,46,4.556374
68.0,68,4.598668
24.0,24,4.611265
23.0,23,4.624189
17.0,17,4.634006
67.0,67,4.687717
12.0,12,4.695564
67.0,67,4.808705
20.0,20,4.849417
17.0,17,4.896411
10.0,10,4.907365
25.0,25,4.932305
9.0,9,4.941817
39.0,39,5.010335
17.0,17,5.037543
38.0,38,5.076496
29.0,29,5.107332
