#{"t_start": 1747225487.6989274, "env_id": "None"}
r,l,t
18.0,18,3.614322
21.0,21,3.647657
35.0,35,3.67555
20.0,20,3.691278
14.0,14,3.699365
15.0,15,3.707088
48.0,48,3.732633
17.0,17,3.742441
18.0,18,3.751522
44.0,44,3.773681
9.0,9,3.786272
13.0,13,3.795968
20.0,20,3.808841
73.0,73,3.85023
13.0,13,3.872552
36.0,36,3.891631
24.0,24,3.905936
16.0,16,3.915097
25.0,25,3.932101
24.0,24,3.94443
23.0,23,3.956333
30.0,30,3.972658
20.0,20,3.984891
24.0,24,4.000546
15.0,15,4.009887
24.0,24,4.022433
22.0,22,4.034073
12.0,12,4.041312
45.0,45,4.0637
33.0,33,4.08149
11.0,11,4.091202
16.0,16,4.10047
19.0,19,4.112445
15.0,15,4.119677
19.0,19,4.130019
14.0,14,4.138345
70.0,70,4.179494
12.0,12,4.186406
11.0,11,4.20325
13.0,13,4.21171
14.0,14,4.21948
26.0,26,4.237299
11.0,11,4.243174
10.0,10,4.250472
23.0,23,4.263181
13.0,13,4.269356
19.0,19,4.280987
12.0,12,4.28723
17.0,17,4.299647
15.0,15,4.307002
25.0,25,4.321521
22.0,22,4.334319
14.0,14,4.343331
12.0,12,4.349492
13.0,13,4.357923
10.0,10,4.365598
48.0,48,4.39057
74.0,74,4.430038
20.0,20,4.441115
26.0,26,4.453493
21.0,21,4.466018
17.0,17,4.475511
14.0,14,4.483157
14.0,14,4.491945
18.0,18,4.502444
30.0,30,4.520018
27.0,27,4.539191
24.0,24,4.552105
14.0,14,4.561337
26.0,26,4.578888
45.0,45,4.605764
16.0,16,4.615868
21.0,21,4.633782
16.0,16,4.643077
43.0,43,4.668564
15.0,15,4.676995
20.0,20,4.689796
28.0,28,4.706898
22.0,22,4.721067
15.0,15,4.732292
29.0,29,4.753022
18.0,18,4.766095
37.0,37,4.796281
27.0,27,4.819775
17.0,17,4.834777
16.0,16,4.848216
59.0,59,4.899016
24.0,24,4.91517
