#{"t_start": 1747225518.8895748, "env_id": "None"}
r,l,t
18.0,18,0.056375
21.0,21,0.08653
35.0,35,0.12379
20.0,20,0.153744
14.0,14,0.165182
15.0,15,0.178701
48.0,48,0.214535
17.0,17,0.231462
18.0,18,0.253873
62.0,62,0.31413
19.0,19,0.349334
33.0,33,0.383667
30.0,30,0.417583
16.0,16,0.446064
14.0,14,0.471676
33.0,33,0.517728
19.0,19,0.566347
15.0,15,0.597736
38.0,38,0.638758
24.0,24,0.665148
25.0,25,0.692208
16.0,16,0.714143
80.0,80,0.799438
29.0,29,0.848892
13.0,13,0.866805
14.0,14,0.879292
16.0,16,0.893249
25.0,25,0.912989
17.0,17,0.928404
32.0,32,0.966624
31.0,31,0.995766
16.0,16,1.015677
11.0,11,1.031679
24.0,24,1.062187
23.0,23,1.092717
12.0,12,1.103331
16.0,16,1.11705
16.0,16,1.133319
14.0,14,1.149114
28.0,28,1.178094
34.0,34,1.204907
15.0,15,1.215138
16.0,16,1.231764
17.0,17,1.244323
20.0,20,1.260318
11.0,11,1.273868
30.0,30,1.299067
46.0,46,1.332322
18.0,18,1.34382
18.0,18,1.357179
25.0,25,1.499189
20.0,20,1.516077
17.0,17,1.533884
18.0,18,1.549034
15.0,15,1.563638
11.0,11,1.572314
19.0,19,1.58657
24.0,24,1.603925
24.0,24,1.625009
15.0,15,1.636418
25.0,25,1.657582
17.0,17,1.669324
14.0,14,1.678426
19.0,19,1.693335
26.0,26,1.711035
21.0,21,1.724689
15.0,15,1.735473
17.0,17,1.746528
14.0,14,1.755478
15.0,15,1.765951
11.0,11,1.773501
28.0,28,1.791214
12.0,12,1.798451
14.0,14,1.809385
18.0,18,1.820142
15.0,15,1.832619
16.0,16,1.844856
19.0,19,1.859821
23.0,23,1.87449
9.0,9,1.880086
16.0,16,1.893875
16.0,16,1.904229
30.0,30,1.92344
15.0,15,1.932162
17.0,17,1.944362
21.0,21,1.960851
20.0,20,1.974264
19.0,19,1.987337
17.0,17,1.997341
9.0,9,2.002448
25.0,25,2.020113
20.0,20,2.03386
16.0,16,2.046319
72.0,72,2.100354
