#{"t_start": 1747226482.469607, "env_id": "None"}
r,l,t
21.0,21,7.34244
11.0,11,7.362744
12.0,12,7.378685
14.0,14,7.390051
63.0,63,7.449401
76.0,76,7.513376
20.0,20,7.530426
14.0,14,7.547887
15.0,15,7.548934
14.0,14,7.566404
37.0,37,7.594495
18.0,18,7.616002
15.0,15,7.627247
13.0,13,7.627247
20.0,20,7.649506
11.0,11,7.662026
22.0,22,7.680225
29.0,29,7.701362
17.0,17,7.716614
21.0,21,7.733094
18.0,18,7.749292
18.0,18,7.760916
26.0,26,7.786548
22.0,22,7.794497
14.0,14,7.817784
17.0,17,7.827544
20.0,20,7.850416
15.0,15,7.861074
12.0,12,7.881688
22.0,22,7.8945
21.0,21,7.919827
30.0,30,7.948262
19.0,19,7.967307
47.0,47,8.01137
26.0,26,8.037733
10.0,10,8.044756
26.0,26,8.084774
41.0,41,8.127584
14.0,14,8.15351
21.0,21,8.182855
30.0,30,8.230696
15.0,15,8.253522
12.0,12,8.280788
31.0,31,8.335172
14.0,14,8.362709
21.0,21,8.410777
13.0,13,8.439197
17.0,17,8.458265
51.0,51,8.494963
11.0,11,8.516761
26.0,26,8.528736
32.0,32,8.571597
26.0,26,8.593217
10.0,10,8.595276
14.0,14,8.615266
20.0,20,8.630481
14.0,14,8.633659
16.0,16,8.650611
10.0,10,8.661213
16.0,16,8.670489
22.0,22,8.687628
21.0,21,8.700418
14.0,14,8.720795
29.0,29,8.742888
17.0,17,8.74702
12.0,12,8.763524
24.0,24,8.778623
15.0,15,8.794422
12.0,12,8.800701
21.0,21,8.817697
12.0,12,8.833692
13.0,13,8.848665
21.0,21,8.867014
20.0,20,8.87892
21.0,21,8.901351
18.0,18,8.912158
42.0,42,8.960109
37.0,37,8.995543
14.0,14,9.00687
17.0,17,9.026862
16.0,16,9.028729
14.0,14,9.050442
11.0,11,9.067147
39.0,39,9.102037
48.0,48,9.129154
40.0,40,9.16256
28.0,28,9.188045
13.0,13,9.201858
25.0,25,9.229205
17.0,17,9.249012
57.0,57,9.288392
9.0,9,9.295318
23.0,23,9.312867
19.0,19,10.299576
12.0,12,10.31549
36.0,36,10.329039
13.0,13,10.351485
