topology,count,mean,std,min,25%,50%,75%,max
fc,2.0,82.91999999999999,0.4525483399593908,82.6,82.75999999999999,82.91999999999999,83.08,83.24
modular,2.0,21.1,1.8243354954612938,19.81,20.455,21.1,21.745,22.39
rs,2.0,63.379999999999995,8.994398256692879,57.02,60.2,63.379999999999995,66.56,69.74
sw_neat,2.0,21.09,0.6929646455628143,20.6,20.845,21.09,21.335,21.58
sw_ws,2.0,21.945,0.6293250352560277,21.5,21.7225,21.945,22.1675,22.39
