#{"t_start": 1747226619.4757056, "env_id": "None"}
r,l,t
20.0,20,0.055566
12.0,12,0.083337
19.0,19,0.101087
14.0,14,0.11256
15.0,15,0.132178
22.0,22,0.16384
17.0,17,0.19955
10.0,10,0.21545
15.0,15,0.234259
37.0,37,0.294573
10.0,10,0.31684
10.0,10,0.333303
15.0,15,0.349824
12.0,12,0.362337
18.0,18,0.380843
14.0,14,0.383999
26.0,26,0.411181
35.0,35,0.449409
21.0,21,0.46685
11.0,11,0.46685
13.0,13,0.485141
31.0,31,0.517747
41.0,41,0.55105
11.0,11,0.558542
14.0,14,0.571682
18.0,18,0.585602
29.0,29,0.609937
25.0,25,0.632294
15.0,15,0.636304
67.0,67,0.70454
23.0,23,0.732888
15.0,15,0.767406
17.0,17,0.787741
16.0,16,0.811684
10.0,10,0.823683
35.0,35,0.877241
18.0,18,0.911736
20.0,20,0.935321
22.0,22,0.966975
16.0,16,0.983891
14.0,14,1.005093
36.0,36,1.044653
18.0,18,1.061558
16.0,16,1.067465
16.0,16,1.085482
12.0,12,1.096472
24.0,24,1.117505
28.0,28,1.152099
31.0,31,1.187751
23.0,23,1.201962
13.0,13,1.219312
17.0,17,1.229559
22.0,22,1.251623
21.0,21,1.268715
13.0,13,1.278839
28.0,28,1.301689
20.0,20,1.317866
28.0,28,1.336719
25.0,25,1.362088
25.0,25,1.381557
60.0,60,1.435277
15.0,15,1.450761
30.0,30,1.486888
17.0,17,1.523045
17.0,17,1.541511
17.0,17,1.563107
24.0,24,1.589188
24.0,24,1.617389
13.0,13,1.631162
29.0,29,1.665081
19.0,19,1.69664
25.0,25,1.719318
29.0,29,1.758371
15.0,15,1.909918
16.0,16,1.94749
13.0,13,1.973634
17.0,17,2.00432
15.0,15,2.03328
14.0,14,2.051781
82.0,82,2.153335
16.0,16,2.181148
11.0,11,2.202826
18.0,18,2.240548
12.0,12,2.269062
32.0,32,2.314043
21.0,21,2.35122
25.0,25,2.387723
23.0,23,2.429634
23.0,23,2.481182
12.0,12,2.505419
30.0,30,2.576123
30.0,30,2.626922
33.0,33,2.664137
20.0,20,2.705921
26.0,26,3.959733
66.0,66,4.013218
19.0,19,4.040163
22.0,22,4.059809
28.0,28,4.083513
20.0,20,4.107759
17.0,17,4.124854
33.0,33,4.150879
14.0,14,4.170573
19.0,19,4.189439
14.0,14,4.198633
19.0,19,4.218096
15.0,15,4.22044
13.0,13,4.244192
23.0,23,4.26151
31.0,31,4.295748
23.0,23,4.31823
17.0,17,4.342074
20.0,20,4.373605
43.0,43,4.420846
14.0,14,4.441915
14.0,14,4.448654
12.0,12,4.448654
39.0,39,4.487529
16.0,16,4.498915
22.0,22,4.521914
20.0,20,4.531824
32.0,32,4.553017
13.0,13,4.56997
16.0,16,4.584194
23.0,23,4.601068
12.0,12,4.604148
15.0,15,4.622604
14.0,14,4.63497
21.0,21,4.648675
21.0,21,4.648675
31.0,31,4.688657
12.0,12,4.701906
15.0,15,4.704943
34.0,34,4.736886
60.0,60,4.765971
25.0,25,4.781864
26.0,26,4.819556
21.0,21,4.83691
22.0,22,4.850771
14.0,14,4.864095
41.0,41,4.895476
14.0,14,4.934239
27.0,27,4.953866
18.0,18,4.970118
30.0,30,4.992682
22.0,22,5.023926
13.0,13,5.038103
13.0,13,5.056944
18.0,18,5.075861
23.0,23,5.082251
35.0,35,5.123627
22.0,22,5.144283
27.0,27,5.170943
18.0,18,5.198442
15.0,15,5.216134
22.0,22,5.255828
21.0,21,5.284801
22.0,22,5.315318
12.0,12,5.33291
12.0,12,5.350538
13.0,13,5.371927
24.0,24,5.417195
11.0,11,5.435891
23.0,23,5.449738
14.0,14,5.471124
9.0,9,5.485507
14.0,14,5.489563
24.0,24,5.524093
37.0,37,5.550026
15.0,15,5.572023
13.0,13,5.5826
27.0,27,5.602916
13.0,13,5.605204
22.0,22,5.622711
18.0,18,5.641678
22.0,22,5.662228
23.0,23,5.688535
24.0,24,5.706106
12.0,12,5.724331
18.0,18,5.741595
12.0,12,5.756281
27.0,27,5.78615
25.0,25,5.819049
32.0,32,5.853989
30.0,30,5.87316
26.0,26,5.904077
23.0,23,5.922012
40.0,40,7.397071
19.0,19,7.411944
20.0,20,7.42742
19.0,19,7.44367
14.0,14,7.455178
30.0,30,7.476279
25.0,25,7.500868
12.0,12,7.51425
11.0,11,7.52927
22.0,22,7.548923
39.0,39,7.581434
16.0,16,7.594435
26.0,26,7.615307
13.0,13,7.628881
16.0,16,7.642824
16.0,16,7.656377
17.0,17,7.674617
16.0,16,7.69008
19.0,19,7.708445
40.0,40,7.744636
14.0,14,7.759714
48.0,48,7.809419
20.0,20,7.827353
11.0,11,7.839542
36.0,36,7.874075
29.0,29,7.896072
22.0,22,7.919992
36.0,36,7.954313
21.0,21,7.973605
12.0,12,7.982605
10.0,10,7.990606
47.0,47,8.033101
29.0,29,8.061702
43.0,43,8.098387
21.0,21,8.116549
13.0,13,8.129012
45.0,45,8.164489
17.0,17,8.17786
16.0,16,8.194078
27.0,27,8.225642
10.0,10,8.238426
11.0,11,8.247267
24.0,24,8.2686
14.0,14,8.279922
20.0,20,8.297134
13.0,13,8.30943
15.0,15,8.320316
11.0,11,8.328985
12.0,12,8.340298
14.0,14,8.348638
13.0,13,8.358966
13.0,13,8.369343
27.0,27,8.389267
18.0,18,8.403807
55.0,55,8.443951
38.0,38,8.472485
17.0,17,8.485788
18.0,18,8.499443
20.0,20,8.517008
12.0,12,8.529707
13.0,13,8.53991
46.0,46,8.636692
17.0,17,8.653999
34.0,34,8.683959
25.0,25,8.708979
13.0,13,8.721684
24.0,24,8.745774
13.0,13,8.760475
17.0,17,8.782374
25.0,25,8.812657
24.0,24,8.839813
19.0,19,8.857844
9.0,9,8.864938
15.0,15,8.878625
17.0,17,8.894449
16.0,16,8.909741
27.0,27,8.93434
18.0,18,8.950649
27.0,27,8.973856
22.0,22,8.990876
13.0,13,9.004765
57.0,57,9.049284
18.0,18,9.065123
15.0,15,9.080306
19.0,19,9.097871
23.0,23,9.118908
16.0,16,9.131643
13.0,13,9.144716
18.0,18,9.160376
15.0,15,9.173003
13.0,13,9.183533
10.0,10,9.193301
15.0,15,9.20655
34.0,34,9.235338
15.0,15,9.26337
25.0,25,9.354259
17.0,17,9.36995
12.0,12,10.532604
17.0,17,10.549225
18.0,18,10.579023
38.0,38,10.661994
30.0,30,10.77253
22.0,22,10.82422
12.0,12,10.841185
13.0,13,10.861465
14.0,14,10.88209
19.0,19,10.906955
29.0,29,10.939844
9.0,9,10.948504
25.0,25,10.97456
14.0,14,10.989867
15.0,15,11.005091
15.0,15,11.020461
23.0,23,11.04295
10.0,10,11.051047
13.0,13,11.062691
16.0,16,11.079043
21.0,21,11.098448
47.0,47,11.136305
19.0,19,11.152139
20.0,20,11.168969
21.0,21,11.185202
15.0,15,11.197373
10.0,10,11.205989
15.0,15,11.217252
24.0,24,11.236605
24.0,24,11.256507
22.0,22,11.27668
38.0,38,11.310565
15.0,15,11.324417
36.0,36,11.356327
15.0,15,11.371108
23.0,23,11.391852
28.0,28,11.418711
17.0,17,11.43576
33.0,33,11.463532
17.0,17,11.479857
16.0,16,11.49488
21.0,21,11.517184
20.0,20,11.541115
13.0,13,11.550556
21.0,21,11.566629
16.0,16,11.580856
10.0,10,11.590406
18.0,18,11.604026
17.0,17,11.616794
16.0,16,11.629512
18.0,18,11.645322
