#{"t_start": 1747233934.3515909, "env_id": "None"}
r,l,t
22.0,22,11.090062
13.0,13,11.113533
16.0,16,11.132804
28.0,28,11.168602
34.0,34,11.22351
30.0,30,11.269091
73.0,73,11.359547
12.0,12,11.371047
12.0,12,11.388681
15.0,15,11.418667
12.0,12,11.439289
33.0,33,11.494963
15.0,15,11.527349
20.0,20,11.558019
46.0,46,11.599102
20.0,20,11.608653
33.0,33,11.625811
28.0,28,11.649308
13.0,13,11.656807
41.0,41,11.686417
25.0,25,11.711414
12.0,12,11.729079
45.0,45,11.779716
33.0,33,11.815502
16.0,16,11.831593
13.0,13,11.840994
14.0,14,11.847686
11.0,11,11.85427
22.0,22,11.873004
27.0,27,11.894321
70.0,70,13.090364
16.0,16,13.1009
24.0,24,13.116917
59.0,59,13.150766
15.0,15,13.158877
69.0,69,13.215264
16.0,16,13.232942
23.0,23,13.260896
29.0,29,13.299241
22.0,22,13.313805
17.0,17,13.329989
25.0,25,13.355038
20.0,20,13.376541
45.0,45,13.403384
23.0,23,13.418902
103.0,103,13.503845
12.0,12,13.510347
38.0,38,13.54955
24.0,24,13.578503
74.0,74,13.689121
18.0,18,13.703535
55.0,55,13.738824
17.0,17,13.74943
42.0,42,13.77077
14.0,14,13.779174
18.0,18,13.794394
14.0,14,13.805214
44.0,44,13.831728
52.0,52,13.860277
38.0,38,13.883976
41.0,41,13.911438
28.0,28,13.937629
95.0,95,14.072989
53.0,53,14.152068
32.0,32,14.173593
23.0,23,14.199049
50.0,50,14.244291
31.0,31,14.274184
12.0,12,14.288764
25.0,25,14.319983
18.0,18,14.348994
41.0,41,14.405207
32.0,32,14.430868
32.0,32,14.458672
31.0,31,14.476991
49.0,49,14.503941
23.0,23,14.51646
29.0,29,14.531024
26.0,26,14.546606
72.0,72,14.585186
22.0,22,14.619088
20.0,20,14.649568
44.0,44,14.708967
30.0,30,14.745631
78.0,78,14.830071
22.0,22,14.868477
21.0,21,14.898285
17.0,17,14.919454
15.0,15,14.938326
41.0,41,16.218928
32.0,32,16.239195
23.0,23,16.256178
17.0,17,16.26811
48.0,48,16.297624
82.0,82,16.344413
24.0,24,16.355905
32.0,32,16.37579
22.0,22,16.387774
46.0,46,16.416181
56.0,56,16.450979
50.0,50,16.474378
43.0,43,16.497557
43.0,43,16.519946
28.0,28,16.534325
23.0,23,16.550647
16.0,16,16.563054
33.0,33,16.584601
172.0,172,16.721833
36.0,36,16.768214
30.0,30,16.82955
44.0,44,16.900884
17.0,17,16.938657
69.0,69,17.013273
54.0,54,17.07029
55.0,55,17.13851
46.0,46,17.194787
45.0,45,17.28395
29.0,29,17.344179
33.0,33,17.398214
69.0,69,17.494317
39.0,39,17.551954
69.0,69,17.650218
14.0,14,17.672918
21.0,21,17.687651
46.0,46,17.712332
32.0,32,17.729499
20.0,20,17.74803
33.0,33,17.78902
46.0,46,17.844986
42.0,42,17.903393
65.0,65,17.953155
13.0,13,17.960757
28.0,28,17.976526
70.0,70,18.01742
78.0,78,18.109827
50.0,50,18.200955
57.0,57,19.252119
20.0,20,19.278133
38.0,38,19.309694
45.0,45,19.372371
14.0,14,19.398452
39.0,39,19.421803
42.0,42,19.454556
80.0,80,19.506973
27.0,27,19.529685
59.0,59,19.567259
28.0,28,19.585304
70.0,70,19.624526
27.0,27,19.651731
23.0,23,19.673623
41.0,41,19.699962
23.0,23,19.713856
48.0,48,19.736994
42.0,42,19.759642
31.0,31,19.780999
44.0,44,19.801671
79.0,79,19.855669
19.0,19,19.873373
46.0,46,19.91156
74.0,74,19.980583
65.0,65,20.066414
28.0,28,20.101319
168.0,168,20.284876
97.0,97,20.410353
58.0,58,20.465824
17.0,17,20.487908
27.0,27,20.50444
23.0,23,20.518394
30.0,30,20.534217
35.0,35,20.560571
32.0,32,20.578842
81.0,81,20.670718
21.0,21,20.716656
21.0,21,20.748274
36.0,36,20.78865
59.0,59,20.832528
53.0,53,20.862731
80.0,80,20.949239
31.0,31,20.976818
40.0,40,21.00965
23.0,23,21.049595
137.0,137,22.493876
50.0,50,22.542087
15.0,15,22.560473
42.0,42,22.590642
33.0,33,22.617267
34.0,34,22.634669
25.0,25,22.64939
114.0,114,22.746017
29.0,29,22.774156
29.0,29,22.796833
93.0,93,22.867684
26.0,26,22.909374
43.0,43,22.968175
61.0,61,23.013481
37.0,37,23.041342
32.0,32,23.05979
180.0,180,23.162568
36.0,36,23.195803
44.0,44,23.244904
68.0,68,23.309818
30.0,30,23.328033
25.0,25,23.357157
50.0,50,23.434461
36.0,36,23.473088
55.0,55,23.535622
39.0,39,23.577157
29.0,29,23.598393
28.0,28,23.61438
20.0,20,23.625673
131.0,131,23.709272
41.0,41,23.741642
30.0,30,23.772218
16.0,16,23.78665
27.0,27,23.818593
33.0,33,23.854473
50.0,50,23.902046
27.0,27,23.928587
80.0,80,23.982499
30.0,30,24.006063
66.0,66,24.045322
46.0,46,24.076394
14.0,14,24.088395
76.0,76,25.086362
92.0,92,25.138495
54.0,54,25.173363
28.0,28,25.191702
137.0,137,25.324318
54.0,54,25.385861
35.0,35,25.416423
79.0,79,25.461945
32.0,32,25.494682
25.0,25,25.520339
50.0,50,25.549961
61.0,61,25.58798
22.0,22,25.599426
34.0,34,25.619828
67.0,67,25.671116
26.0,26,25.728842
47.0,47,25.77893
53.0,53,25.836416
20.0,20,25.862347
33.0,33,25.892397
45.0,45,25.934475
71.0,71,25.975535
31.0,31,25.994393
94.0,94,26.049069
40.0,40,26.084095
74.0,74,26.134617
46.0,46,26.183422
51.0,51,26.267804
65.0,65,26.365459
34.0,34,26.430589
74.0,74,26.489189
75.0,75,26.540582
44.0,44,26.576605
83.0,83,26.625707
30.0,30,26.654076
43.0,43,26.6901
79.0,79,26.781999
16.0,16,26.815312
36.0,36,26.848448
27.0,27,26.872911
27.0,27,27.824926
68.0,68,27.867066
36.0,36,27.895127
152.0,152,27.981006
38.0,38,28.003888
23.0,23,28.019002
75.0,75,28.064218
22.0,22,28.082529
66.0,66,28.121354
52.0,52,28.151343
81.0,81,28.198291
51.0,51,28.240636
82.0,82,28.342609
53.0,53,28.407909
98.0,98,28.51565
11.0,11,28.529606
56.0,56,28.571242
26.0,26,28.587808
63.0,63,28.623864
46.0,46,28.649746
82.0,82,28.700894
34.0,34,28.724973
34.0,34,28.745294
18.0,18,28.758257
127.0,127,28.85826
40.0,40,28.921682
50.0,50,28.964314
85.0,85,29.029789
61.0,61,29.070809
147.0,147,29.15112
34.0,34,29.184124
32.0,32,29.211576
58.0,58,29.257187
111.0,111,29.355845
