#{"t_start": 1747227243.979648, "env_id": "None"}
r,l,t
20.0,20,0.757115
12.0,12,0.775194
19.0,19,0.786634
14.0,14,0.794636
15.0,15,0.80612
22.0,22,0.820382
17.0,17,0.831385
10.0,10,0.836502
15.0,15,0.845021
37.0,37,0.862936
10.0,10,0.869184
10.0,10,0.874394
15.0,15,0.897125
12.0,12,0.937321
18.0,18,1.039789
14.0,14,1.072723
26.0,26,1.196767
35.0,35,1.355054
21.0,21,1.41924
11.0,11,1.438306
13.0,13,1.456642
31.0,31,1.501144
41.0,41,1.55624
11.0,11,1.575278
14.0,14,1.594011
18.0,18,1.616743
29.0,29,1.651898
25.0,25,1.689761
15.0,15,1.713902
67.0,67,1.824105
23.0,23,1.894387
15.0,15,1.943052
17.0,17,1.970826
16.0,16,1.997787
10.0,10,2.010967
35.0,35,2.080709
18.0,18,2.113381
20.0,20,2.133003
22.0,22,2.154649
16.0,16,2.178181
14.0,14,2.193959
36.0,36,2.231285
18.0,18,2.247972
16.0,16,2.272163
16.0,16,2.288692
12.0,12,2.300997
24.0,24,2.326195
28.0,28,2.35027
31.0,31,2.376005
23.0,23,2.395496
13.0,13,2.408415
17.0,17,2.423133
22.0,22,2.448875
21.0,21,2.469198
13.0,13,2.481846
28.0,28,2.505218
20.0,20,2.520475
28.0,28,2.541141
25.0,25,2.558969
25.0,25,2.577411
60.0,60,2.628777
15.0,15,2.64675
30.0,30,2.668094
17.0,17,2.690272
17.0,17,2.702193
17.0,17,2.713113
24.0,24,2.73023
24.0,24,2.750809
13.0,13,2.759099
29.0,29,2.775798
19.0,19,2.787365
25.0,25,2.803605
29.0,29,2.822455
15.0,15,2.838854
16.0,16,2.849125
13.0,13,2.859427
17.0,17,2.869007
15.0,15,2.878683
14.0,14,2.887949
82.0,82,2.937888
16.0,16,2.956854
11.0,11,2.967379
18.0,18,2.978379
12.0,12,2.988168
32.0,32,3.008428
21.0,21,3.023634
25.0,25,3.041583
23.0,23,3.063553
23.0,23,3.085479
12.0,12,3.095873
30.0,30,3.11841
30.0,30,3.13898
33.0,33,3.165056
20.0,20,3.196733
26.0,26,4.377965
66.0,66,4.437845
19.0,19,4.469581
22.0,22,4.488904
28.0,28,4.515462
20.0,20,4.546615
17.0,17,4.558677
33.0,33,4.590119
14.0,14,4.611209
19.0,19,4.625691
14.0,14,4.637228
19.0,19,4.651505
15.0,15,4.730793
13.0,13,4.754574
23.0,23,4.779712
31.0,31,4.810729
23.0,23,4.829506
17.0,17,4.849422
20.0,20,4.884165
43.0,43,4.934493
14.0,14,4.962731
14.0,14,4.978805
12.0,12,4.987348
39.0,39,5.013359
16.0,16,5.024668
22.0,22,5.043635
20.0,20,5.060101
32.0,32,5.088964
13.0,13,5.100004
16.0,16,5.110618
23.0,23,5.124824
12.0,12,5.133225
15.0,15,5.14138
14.0,14,5.150309
21.0,21,5.161909
21.0,21,5.175242
31.0,31,5.195017
12.0,12,5.202055
15.0,15,5.211719
34.0,34,5.230301
60.0,60,5.267271
25.0,25,5.282653
26.0,26,5.298217
21.0,21,5.310416
22.0,22,5.323145
14.0,14,5.33351
41.0,41,5.364291
14.0,14,5.381692
27.0,27,5.409587
18.0,18,5.422462
30.0,30,5.442537
22.0,22,5.465269
13.0,13,5.483881
13.0,13,5.492689
18.0,18,5.505083
23.0,23,5.524615
35.0,35,5.549164
22.0,22,5.567419
27.0,27,5.585064
18.0,18,5.598435
15.0,15,5.607034
22.0,22,5.621805
21.0,21,5.636946
22.0,22,5.653656
12.0,12,5.662671
12.0,12,5.670796
13.0,13,5.681192
24.0,24,5.701263
11.0,11,5.710015
23.0,23,5.72695
14.0,14,5.739446
9.0,9,5.748893
14.0,14,5.760163
24.0,24,5.776243
37.0,37,5.801434
15.0,15,5.810937
13.0,13,5.821327
27.0,27,5.838953
13.0,13,5.85007
22.0,22,5.86466
18.0,18,5.875735
22.0,22,5.893695
23.0,23,5.909345
24.0,24,5.944644
12.0,12,5.952986
18.0,18,5.968287
12.0,12,5.977986
27.0,27,5.999569
25.0,25,6.023208
32.0,32,6.048532
30.0,30,6.082697
26.0,26,6.112699
23.0,23,6.136032
40.0,40,7.657595
19.0,19,7.667836
