#{"t_start": 1747226577.0855503, "env_id": "None"}
r,l,t
20.0,20,0.052614
12.0,12,0.067058
19.0,19,0.072919
14.0,14,0.090232
15.0,15,0.098289
22.0,22,0.109226
17.0,17,0.122283
10.0,10,0.127561
15.0,15,0.137686
37.0,37,0.156237
10.0,10,0.168944
10.0,10,0.174119
15.0,15,0.185082
12.0,12,0.190512
18.0,18,0.204421
14.0,14,0.207786
26.0,26,0.227185
35.0,35,0.249154
21.0,21,0.255932
11.0,11,0.269386
13.0,13,0.27243
31.0,31,0.293543
41.0,41,0.3222
11.0,11,0.330168
14.0,14,0.340921
18.0,18,0.350049
29.0,29,0.370056
25.0,25,0.387572
15.0,15,0.394251
67.0,67,0.439407
23.0,23,0.46644
15.0,15,0.482016
17.0,17,0.491049
16.0,16,0.505205
10.0,10,0.509453
35.0,35,0.533824
18.0,18,0.542445
20.0,20,0.555792
22.0,22,0.573903
16.0,16,0.586043
14.0,14,0.594203
36.0,36,0.624218
18.0,18,0.637714
16.0,16,0.648795
16.0,16,0.659713
12.0,12,0.671512
24.0,24,0.68959
28.0,28,0.707764
31.0,31,0.727427
23.0,23,0.742531
13.0,13,0.755641
17.0,17,0.767848
22.0,22,0.782304
21.0,21,0.794722
13.0,13,0.805995
28.0,28,0.826469
20.0,20,0.833759
28.0,28,0.856013
25.0,25,0.876005
25.0,25,0.894668
60.0,60,0.94427
15.0,15,0.959548
30.0,30,0.974925
17.0,17,1.000393
17.0,17,1.000393
17.0,17,1.024946
24.0,24,1.040366
24.0,24,1.056377
13.0,13,1.068071
29.0,29,1.0881
19.0,19,1.100672
25.0,25,1.118914
29.0,29,1.140635
15.0,15,1.155507
16.0,16,1.17263
13.0,13,1.18156
17.0,17,1.195183
15.0,15,1.204808
14.0,14,1.218795
82.0,82,1.275988
16.0,16,1.29423
11.0,11,1.305192
18.0,18,1.320894
12.0,12,1.329969
32.0,32,1.358858
21.0,21,1.37593
25.0,25,1.397716
23.0,23,1.415411
23.0,23,1.433524
12.0,12,1.444905
30.0,30,1.472764
30.0,30,1.496516
33.0,33,1.525402
20.0,20,1.554355
28.0,28,2.732526
66.0,66,2.828296
11.0,11,2.86176
46.0,46,2.932052
38.0,38,3.003769
39.0,39,3.093947
39.0,39,3.136144
24.0,24,3.181695
15.0,15,3.204704
11.0,11,3.21884
28.0,28,3.245037
21.0,21,3.27434
53.0,53,3.32486
31.0,31,3.366662
16.0,16,3.394902
33.0,33,3.470425
16.0,16,3.486946
41.0,41,3.570031
36.0,36,3.643581
45.0,45,3.71375
18.0,18,3.746423
16.0,16,3.763525
26.0,26,3.80819
35.0,35,3.836746
14.0,14,3.855058
17.0,17,3.869541
19.0,19,3.889337
40.0,40,3.936882
9.0,9,3.95839
37.0,37,3.991906
23.0,23,4.008418
18.0,18,4.026291
10.0,10,4.043428
18.0,18,4.057804
26.0,26,4.076193
45.0,45,4.108098
22.0,22,4.141027
31.0,31,4.155641
30.0,30,4.191335
40.0,40,4.223303
17.0,17,4.242488
54.0,54,4.292927
68.0,68,4.355121
14.0,14,4.37498
28.0,28,4.501919
14.0,14,4.537608
53.0,53,4.589753
31.0,31,4.62541
25.0,25,4.655594
19.0,19,4.677196
10.0,10,4.697755
14.0,14,4.709334
18.0,18,4.727263
12.0,12,4.743006
10.0,10,4.744024
28.0,28,4.775751
19.0,19,4.793159
87.0,87,4.854294
10.0,10,4.879812
26.0,26,4.897735
29.0,29,4.923523
12.0,12,4.941656
26.0,26,4.958543
47.0,47,4.987895
31.0,31,5.023573
21.0,21,5.048861
32.0,32,5.076627
43.0,43,5.104686
12.0,12,5.104686
16.0,16,5.126441
83.0,83,5.185597
30.0,30,6.190749
42.0,42,6.224566
41.0,41,6.259902
30.0,30,6.287421
51.0,51,6.328283
30.0,30,6.364404
52.0,52,6.411483
47.0,47,6.454006
18.0,18,6.476801
20.0,20,6.498299
49.0,49,6.546091
14.0,14,6.559521
33.0,33,6.590918
22.0,22,6.614852
33.0,33,6.647637
30.0,30,6.670442
24.0,24,6.687125
101.0,101,6.755868
62.0,62,6.813108
34.0,34,6.845324
120.0,120,6.929041
12.0,12,6.948434
49.0,49,6.991492
32.0,32,7.023601
17.0,17,7.042692
36.0,36,7.07813
17.0,17,7.099167
13.0,13,7.105276
15.0,15,7.120685
14.0,14,7.129298
21.0,21,7.144549
15.0,15,7.144549
24.0,24,7.170819
41.0,41,7.201636
58.0,58,7.244644
35.0,35,7.265559
20.0,20,7.272606
19.0,19,7.29423
53.0,53,7.333413
40.0,40,7.356824
28.0,28,7.378458
43.0,43,7.406197
36.0,36,7.43051
39.0,39,7.45831
19.0,19,7.472228
27.0,27,7.490837
32.0,32,7.515734
26.0,26,7.535879
39.0,39,7.562856
92.0,92,7.625125
67.0,67,7.686142
71.0,71,7.744202
15.0,15,7.76382
14.0,14,7.777434
58.0,58,7.815388
61.0,61,8.795211
38.0,38,8.829417
19.0,19,8.843145
57.0,57,8.879299
11.0,11,8.914675
19.0,19,8.928951
53.0,53,8.962722
50.0,50,9.009638
60.0,60,9.060727
63.0,63,9.11582
27.0,27,9.171573
19.0,19,9.21243
80.0,80,9.263527
31.0,31,9.298808
33.0,33,9.327053
39.0,39,9.365663
16.0,16,9.378574
29.0,29,9.399636
74.0,74,9.452431
21.0,21,9.467331
18.0,18,9.492198
39.0,39,9.519541
82.0,82,9.578878
30.0,30,9.607623
34.0,34,9.641129
24.0,24,9.669515
75.0,75,9.733464
23.0,23,9.760659
80.0,80,9.824222
34.0,34,9.854525
23.0,23,9.880527
33.0,33,9.916763
30.0,30,9.933058
38.0,38,9.965448
54.0,54,10.004049
116.0,116,10.089272
65.0,65,10.141978
14.0,14,10.167713
12.0,12,10.180393
13.0,13,10.187534
15.0,15,10.198553
37.0,37,10.212429
22.0,22,10.232399
73.0,73,10.286538
31.0,31,10.310802
32.0,32,10.332958
84.0,84,10.387737
30.0,30,10.410195
16.0,16,10.421289
36.0,36,10.446765
15.0,15,10.461435
47.0,47,10.494616
56.0,56,11.474077
92.0,92,11.52523
26.0,26,11.541737
18.0,18,11.575704
27.0,27,11.594771
14.0,14,11.603225
171.0,171,11.703482
18.0,18,11.725933
29.0,29,11.748525
72.0,72,11.794545
50.0,50,11.833452
26.0,26,11.852129
64.0,64,11.89661
18.0,18,11.909351
71.0,71,11.955651
40.0,40,11.983649
59.0,59,12.022385
183.0,183,12.147552
55.0,55,12.196448
71.0,71,12.244718
30.0,30,12.280653
135.0,135,12.377722
43.0,43,12.41227
46.0,46,12.453377
31.0,31,12.482182
26.0,26,12.505635
112.0,112,12.583852
109.0,109,12.662423
44.0,44,12.701836
72.0,72,12.756475
32.0,32,12.785262
69.0,69,12.843589
24.0,24,12.877934
96.0,96,12.950614
33.0,33,12.976923
