#{"t_start": 1747230266.0667539, "env_id": "None"}
r,l,t
18.0,18,1.230437
21.0,21,1.260693
35.0,35,1.290114
20.0,20,1.311202
14.0,14,1.319894
15.0,15,1.327546
48.0,48,1.357455
17.0,17,1.369476
18.0,18,1.37866
44.0,44,1.402707
9.0,9,1.414907
13.0,13,1.422563
20.0,20,1.433553
73.0,73,1.476715
13.0,13,1.491071
36.0,36,1.511311
24.0,24,1.526674
16.0,16,1.537045
25.0,25,1.551961
24.0,24,1.565277
23.0,23,1.579024
30.0,30,1.593947
20.0,20,1.606616
24.0,24,1.619466
15.0,15,1.628412
24.0,24,1.642441
22.0,22,1.654966
12.0,12,1.661134
45.0,45,1.686747
33.0,33,1.705879
11.0,11,1.71117
16.0,16,1.721634
19.0,19,1.732409
15.0,15,1.741867
19.0,19,1.755115
14.0,14,1.761771
70.0,70,1.79638
12.0,12,1.804296
11.0,11,1.811911
13.0,13,1.81863
14.0,14,1.826986
26.0,26,1.839775
11.0,11,1.84695
10.0,10,1.852164
23.0,23,1.866571
13.0,13,1.87309
19.0,19,1.883734
12.0,12,1.892593
17.0,17,1.900235
15.0,15,1.908553
25.0,25,1.922237
22.0,22,1.933164
14.0,14,1.942001
12.0,12,1.947392
13.0,13,1.956444
10.0,10,1.961663
48.0,48,1.987487
74.0,74,2.031982
20.0,20,2.042152
26.0,26,2.0638
21.0,21,2.077468
17.0,17,2.087433
14.0,14,2.094857
14.0,14,2.103395
18.0,18,2.112491
30.0,30,2.127014
27.0,27,2.140785
24.0,24,2.151515
14.0,14,2.160183
26.0,26,2.175627
45.0,45,2.202842
16.0,16,2.210486
21.0,21,2.22357
16.0,16,2.234812
43.0,43,2.258924
15.0,15,2.268171
20.0,20,2.279718
28.0,28,2.293475
22.0,22,2.305363
15.0,15,2.312738
29.0,29,2.333777
18.0,18,2.346423
37.0,37,2.371641
27.0,27,2.391926
17.0,17,2.409902
16.0,16,2.424299
59.0,59,2.477109
24.0,24,2.502629
44.0,44,3.673698
18.0,18,3.685496
21.0,21,3.703036
14.0,14,3.711869
63.0,63,3.745395
34.0,34,3.764993
19.0,19,3.776304
53.0,53,3.809553
17.0,17,3.819561
24.0,24,3.833394
51.0,51,3.865086
32.0,32,3.884022
40.0,40,3.90623
32.0,32,3.925995
30.0,30,3.943573
13.0,13,3.95021
19.0,19,3.960486
12.0,12,3.970613
24.0,24,3.983809
19.0,19,3.99566
13.0,13,4.00528
27.0,27,4.024192
15.0,15,4.031447
39.0,39,4.05407
15.0,15,4.062069
12.0,12,4.070794
24.0,24,4.083198
15.0,15,4.092249
23.0,23,4.125541
27.0,27,4.165225
78.0,78,4.239779
13.0,13,4.252764
28.0,28,4.275408
46.0,46,4.311423
14.0,14,4.322225
23.0,23,4.340871
17.0,17,4.353441
87.0,87,4.414928
21.0,21,4.433165
33.0,33,4.457779
28.0,28,4.47653
22.0,22,4.491737
38.0,38,4.517819
81.0,81,4.57395
21.0,21,4.586778
15.0,15,4.595974
13.0,13,4.603962
16.0,16,4.613648
47.0,47,4.641999
63.0,63,4.679865
17.0,17,4.701271
22.0,22,4.72532
40.0,40,4.761173
58.0,58,4.81272
20.0,20,4.837273
25.0,25,4.863859
74.0,74,4.91872
17.0,17,4.936499
31.0,31,4.965634
18.0,18,4.983123
15.0,15,5.004467
14.0,14,5.016597
54.0,54,5.048826
44.0,44,5.083247
24.0,24,5.163465
25.0,25,5.225419
24.0,24,5.253259
18.0,18,5.281737
32.0,32,6.454422
38.0,38,6.476576
73.0,73,6.519244
33.0,33,6.548446
45.0,45,6.580822
15.0,15,6.596959
77.0,77,6.643239
12.0,12,6.66134
24.0,24,6.677284
65.0,65,6.728783
22.0,22,6.75004
56.0,56,6.783054
19.0,19,6.8104
22.0,22,6.832752
24.0,24,6.849107
21.0,21,6.863199
39.0,39,6.889226
37.0,37,6.915162
26.0,26,6.941838
19.0,19,6.951828
14.0,14,6.964024
106.0,106,7.030946
19.0,19,7.051197
12.0,12,7.058801
57.0,57,7.091178
19.0,19,7.110701
27.0,27,7.138381
86.0,86,7.189708
50.0,50,7.222918
29.0,29,7.246801
40.0,40,7.278906
13.0,13,7.285361
24.0,24,7.301826
14.0,14,7.311385
64.0,64,7.34866
54.0,54,7.382064
23.0,23,7.404104
131.0,131,7.47765
20.0,20,7.4971
20.0,20,7.519452
21.0,21,7.535379
14.0,14,7.556641
29.0,29,7.590544
27.0,27,7.628021
20.0,20,7.650106
16.0,16,7.666426
20.0,20,7.69528
22.0,22,7.727494
32.0,32,7.759678
13.0,13,7.770674
14.0,14,7.782125
64.0,64,7.850756
13.0,13,7.864981
46.0,46,7.900527
24.0,24,7.924002
20.0,20,7.938524
17.0,17,7.950521
39.0,39,7.979083
12.0,12,7.986694
54.0,54,8.028818
59.0,59,8.93013
113.0,113,9.004008
58.0,58,9.047072
47.0,47,9.072061
64.0,64,9.113627
53.0,53,9.152736
124.0,124,9.226742
53.0,53,9.282393
30.0,30,9.314115
84.0,84,9.368074
32.0,32,9.383655
27.0,27,9.408887
13.0,13,9.417773
21.0,21,9.432819
17.0,17,9.443462
33.0,33,9.466549
37.0,37,9.491415
54.0,54,9.523935
48.0,48,9.557272
34.0,34,9.577951
31.0,31,9.608141
17.0,17,9.618014
12.0,12,9.628089
123.0,123,9.701097
39.0,39,9.733998
82.0,82,9.777827
22.0,22,9.796606
61.0,61,9.84332
23.0,23,9.872927
21.0,21,9.8857
34.0,34,9.910591
74.0,74,9.959734
27.0,27,10.001635
21.0,21,10.035324
60.0,60,10.088899
32.0,32,10.117904
67.0,67,10.163888
40.0,40,10.201585
46.0,46,10.315937
22.0,22,10.352161
43.0,43,10.393571
24.0,24,10.423793
19.0,19,10.437254
18.0,18,10.452048
151.0,151,11.377306
59.0,59,11.418465
34.0,34,11.44752
39.0,39,11.472443
25.0,25,11.486529
85.0,85,11.533929
50.0,50,11.571538
35.0,35,11.60247
39.0,39,11.626973
107.0,107,11.686548
13.0,13,11.703193
88.0,88,11.753311
15.0,15,11.772158
103.0,103,11.841096
20.0,20,11.868068
56.0,56,11.901709
55.0,55,11.947523
16.0,16,11.988065
35.0,35,12.013346
67.0,67,12.065437
102.0,102,12.16195
18.0,18,12.184049
50.0,50,12.221315
66.0,66,12.282215
125.0,125,12.375494
93.0,93,12.464472
129.0,129,12.577974
44.0,44,12.626992
85.0,85,12.702005
36.0,36,12.741786
17.0,17,12.766741
66.0,66,12.819105
27.0,27,12.840697
47.0,47,12.877634
73.0,73,12.934378
79.0,79,12.999739
141.0,141,14.460466
37.0,37,14.513733
118.0,118,14.629806
39.0,39,14.673693
126.0,126,14.788427
48.0,48,14.838196
161.0,161,14.96686
70.0,70,15.040221
66.0,66,15.118583
86.0,86,15.229726
47.0,47,15.292635
82.0,82,15.386027
42.0,42,15.434253
85.0,85,15.520481
20.0,20,15.546076
124.0,124,15.646945
103.0,103,15.753544
127.0,127,15.859136
147.0,147,15.985659
64.0,64,16.046858
70.0,70,16.119173
55.0,55,16.170532
76.0,76,16.228048
55.0,55,16.267482
90.0,90,17.332224
45.0,45,17.360022
47.0,47,17.392055
16.0,16,17.402517
142.0,142,17.492363
46.0,46,17.523724
128.0,128,17.598581
96.0,96,17.664135
170.0,170,17.771027
68.0,68,17.979769
135.0,135,18.188852
79.0,79,18.302828
55.0,55,18.379493
79.0,79,18.461973
79.0,79,18.533834
39.0,39,18.569727
138.0,138,18.665744
78.0,78,18.730046
26.0,26,18.757329
56.0,56,18.800213
137.0,137,18.877248
219.0,219,19.005185
138.0,138,19.113403
75.0,75,20.068325
96.0,96,20.132966
168.0,168,20.350662
62.0,62,20.42088
65.0,65,20.476031
91.0,91,20.544829
98.0,98,20.636331
172.0,172,20.776968
229.0,229,21.041709
53.0,53,21.106228
47.0,47,21.167378
170.0,170,21.327223
148.0,148,21.450087
147.0,147,21.58731
165.0,165,21.740925
126.0,126,21.849576
104.0,104,21.948528
