#{"t_start": 1747226397.3678353, "env_id": "None"}
r,l,t
18.0,18,0.031927
21.0,21,0.050859
35.0,35,0.068611
20.0,20,0.090885
14.0,14,0.107816
15.0,15,0.121142
48.0,48,0.156238
17.0,17,0.161563
18.0,18,0.175336
44.0,44,0.20888
9.0,9,0.225613
13.0,13,0.236389
20.0,20,0.252791
73.0,73,0.286545
13.0,13,0.30215
36.0,36,0.356902
24.0,24,0.377092
16.0,16,0.386519
25.0,25,0.406359
24.0,24,0.419884
23.0,23,0.440931
30.0,30,0.459264
20.0,20,0.480242
24.0,24,0.49197
15.0,15,0.508874
24.0,24,0.525614
22.0,22,0.540177
12.0,12,0.55292
45.0,45,0.576131
33.0,33,0.605688
11.0,11,0.610048
16.0,16,0.625907
19.0,19,0.64067
15.0,15,0.65026
19.0,19,0.657154
14.0,14,0.674927
70.0,70,0.743141
12.0,12,0.753382
11.0,11,0.762193
13.0,13,0.769754
14.0,14,0.769754
26.0,26,0.795182
11.0,11,0.808266
10.0,10,0.809401
23.0,23,0.847609
13.0,13,0.853981
19.0,19,0.8696
12.0,12,0.886116
17.0,17,0.895279
15.0,15,0.907776
25.0,25,0.92415
22.0,22,0.94082
14.0,14,0.947851
12.0,12,0.958784
13.0,13,0.972336
10.0,10,0.97558
48.0,48,1.012227
74.0,74,1.053733
20.0,20,1.069655
26.0,26,1.091197
21.0,21,1.11231
17.0,17,1.126283
14.0,14,1.141421
14.0,14,1.153829
18.0,18,1.159645
30.0,30,1.188951
27.0,27,1.209172
24.0,24,1.229565
14.0,14,1.243721
26.0,26,1.259843
45.0,45,1.301801
16.0,16,1.309641
21.0,21,1.326447
16.0,16,1.342222
43.0,43,1.373849
15.0,15,1.484166
20.0,20,1.521183
28.0,28,1.557492
22.0,22,1.577029
15.0,15,1.58804
29.0,29,1.609074
18.0,18,1.626929
37.0,37,1.662573
27.0,27,1.688827
17.0,17,1.703492
16.0,16,1.709479
59.0,59,1.762764
24.0,24,1.777555
22.0,22,2.920433
15.0,15,2.938233
18.0,18,2.950771
14.0,14,2.960809
32.0,32,2.988668
39.0,39,3.02749
11.0,11,3.038964
39.0,39,3.055583
21.0,21,3.080667
42.0,42,3.110866
11.0,11,3.125098
17.0,17,3.137902
13.0,13,3.139736
15.0,15,3.160527
29.0,29,3.172014
61.0,61,3.226573
14.0,14,3.237813
34.0,34,3.26082
17.0,17,3.272232
19.0,19,3.294068
26.0,26,3.321358
12.0,12,3.328671
23.0,23,3.362025
16.0,16,3.372345
18.0,18,3.407478
11.0,11,3.411661
26.0,26,3.454621
77.0,77,3.530164
23.0,23,3.561905
18.0,18,3.579265
12.0,12,3.599502
10.0,10,3.613564
10.0,10,3.623422
15.0,15,3.64278
39.0,39,3.67375
18.0,18,3.694266
26.0,26,3.725629
43.0,43,3.7646
16.0,16,3.778922
18.0,18,3.789471
23.0,23,3.814709
36.0,36,3.856627
9.0,9,3.856627
34.0,34,3.89513
18.0,18,3.925725
26.0,26,3.946148
14.0,14,3.956662
14.0,14,3.977931
46.0,46,4.011725
30.0,30,4.044029
11.0,11,4.059637
19.0,19,4.073685
13.0,13,4.092121
31.0,31,4.111564
32.0,32,4.157499
16.0,16,4.174164
28.0,28,4.195615
12.0,12,4.208276
9.0,9,4.21251
15.0,15,4.229979
20.0,20,4.246292
20.0,20,4.262871
30.0,30,4.29006
21.0,21,4.311877
37.0,37,4.345814
14.0,14,4.362866
17.0,17,4.373666
15.0,15,4.394235
45.0,45,4.444962
12.0,12,4.457513
30.0,30,4.495302
14.0,14,4.513137
37.0,37,4.551577
23.0,23,4.591991
70.0,70,4.667833
36.0,36,4.695503
18.0,18,4.71191
11.0,11,4.721387
15.0,15,4.724477
14.0,14,4.748779
15.0,15,4.775468
26.0,26,4.824723
20.0,20,4.87979
14.0,14,4.921019
