#{"t_start": 1747228322.25205, "env_id": "None"}
r,l,t
18.0,18,5.704135
21.0,21,5.737334
35.0,35,5.768172
20.0,20,5.783131
14.0,14,5.798897
15.0,15,5.798897
48.0,48,5.840818
17.0,17,5.849333
18.0,18,5.849333
44.0,44,5.888607
9.0,9,5.902536
13.0,13,5.911148
20.0,20,5.924712
73.0,73,5.962003
13.0,13,5.962003
36.0,36,6.000069
24.0,24,6.015801
16.0,16,6.024712
25.0,25,6.041729
24.0,24,6.057667
23.0,23,6.07225
30.0,30,6.088452
20.0,20,6.102894
24.0,24,6.118406
15.0,15,6.127627
24.0,24,6.142587
22.0,22,6.156979
12.0,12,6.167691
45.0,45,6.194376
33.0,33,6.214177
11.0,11,6.220594
16.0,16,6.230892
19.0,19,6.24156
15.0,15,6.251859
19.0,19,6.265877
14.0,14,6.275237
70.0,70,6.300849
12.0,12,6.320198
11.0,11,6.320198
13.0,13,6.320198
14.0,14,6.341537
26.0,26,6.34952
11.0,11,6.362735
10.0,10,6.368937
23.0,23,6.379822
13.0,13,6.387463
19.0,19,6.403681
12.0,12,6.409871
17.0,17,6.432652
15.0,15,6.434933
25.0,25,6.458552
22.0,22,6.475051
14.0,14,6.486428
12.0,12,6.492175
13.0,13,6.501125
10.0,10,6.507968
48.0,48,6.537344
74.0,74,6.577782
20.0,20,6.589569
26.0,26,6.606128
21.0,21,6.618716
17.0,17,6.629807
14.0,14,6.636543
14.0,14,6.642543
18.0,18,6.651282
30.0,30,6.651282
27.0,27,6.683607
24.0,24,6.696555
14.0,14,6.703726
26.0,26,6.721157
45.0,45,6.750299
16.0,16,6.767263
21.0,21,6.784418
16.0,16,6.798695
43.0,43,6.838964
15.0,15,6.851493
20.0,20,6.867419
28.0,28,6.887858
22.0,22,6.902442
15.0,15,6.915962
29.0,29,6.933467
18.0,18,6.946353
37.0,37,6.973612
27.0,27,6.99363
17.0,17,7.008013
16.0,16,7.021722
59.0,59,7.066782
24.0,24,7.085189
22.0,22,8.257034
15.0,15,8.273077
18.0,18,8.289655
14.0,14,8.303014
32.0,32,8.329104
39.0,39,8.356472
11.0,11,8.369428
39.0,39,8.406747
21.0,21,8.422132
42.0,42,8.453549
11.0,11,8.456533
17.0,17,8.476886
13.0,13,8.486234
15.0,15,8.499742
29.0,29,8.521356
61.0,61,8.561554
14.0,14,8.571971
34.0,34,8.597423
17.0,17,8.61213
19.0,19,8.61738
26.0,26,8.632439
12.0,12,8.651425
23.0,23,8.654943
16.0,16,8.671686
18.0,18,8.687437
11.0,11,8.688543
26.0,26,8.699835
77.0,77,8.752213
23.0,23,8.770844
18.0,18,8.78401
12.0,12,8.78401
10.0,10,8.802519
10.0,10,8.805779
15.0,15,8.822248
39.0,39,8.851645
18.0,18,8.856784
26.0,26,8.872328
43.0,43,8.904573
16.0,16,9.035222
18.0,18,9.068542
23.0,23,9.087273
36.0,36,9.11959
9.0,9,9.122589
34.0,34,9.156588
18.0,18,9.175544
26.0,26,9.185151
14.0,14,9.207968
14.0,14,9.220459
46.0,46,9.25743
30.0,30,9.287169
11.0,11,9.289957
19.0,19,9.301176
13.0,13,9.319932
31.0,31,9.338969
32.0,32,9.356768
16.0,16,9.373393
28.0,28,9.384382
12.0,12,9.403516
9.0,9,9.405706
15.0,15,9.421203
20.0,20,9.423396
20.0,20,9.440085
30.0,30,9.452152
21.0,21,9.471945
37.0,37,9.493278
14.0,14,9.501079
17.0,17,9.501079
15.0,15,9.522732
45.0,45,9.554423
12.0,12,9.560469
30.0,30,9.579453
14.0,14,9.587201
37.0,37,9.611483
23.0,23,9.626216
70.0,70,9.666368
36.0,36,9.689278
18.0,18,9.708403
11.0,11,9.720047
15.0,15,9.721503
14.0,14,9.738557
15.0,15,9.738557
26.0,26,9.755978
20.0,20,9.767301
14.0,14,9.785175
17.0,17,9.789616
18.0,18,9.805584
23.0,23,9.820965
11.0,11,9.826199
13.0,13,9.834237
17.0,17,10.925472
11.0,11,10.925472
19.0,19,10.940644
33.0,33,10.95785
60.0,60,11.008375
50.0,50,11.042099
12.0,12,11.042099
21.0,21,11.069836
16.0,16,11.074435
58.0,58,11.13521
23.0,23,11.157462
11.0,11,11.168333
14.0,14,11.181423
21.0,21,11.189261
24.0,24,11.218545
22.0,22,11.236978
29.0,29,11.254624
33.0,33,11.283378
