#{"t_start": 1747226787.5021718, "env_id": "None"}
r,l,t
18.0,18,1.346
21.0,21,1.395426
35.0,35,1.50091
20.0,20,1.539643
14.0,14,1.567506
15.0,15,1.585315
48.0,48,1.680452
17.0,17,1.718919
18.0,18,1.755027
44.0,44,1.833731
9.0,9,1.852267
13.0,13,1.885752
20.0,20,1.924032
73.0,73,2.068222
13.0,13,2.101914
36.0,36,2.143089
24.0,24,2.18478
16.0,16,2.21485
25.0,25,2.27419
24.0,24,2.331848
23.0,23,2.364222
30.0,30,2.403152
20.0,20,2.419053
24.0,24,2.467556
15.0,15,2.502847
24.0,24,2.541719
22.0,22,2.572838
12.0,12,2.604842
45.0,45,2.691973
33.0,33,2.741983
11.0,11,2.748471
16.0,16,2.786233
19.0,19,2.803993
15.0,15,2.81562
19.0,19,2.836125
14.0,14,2.836125
70.0,70,2.937306
12.0,12,2.955461
11.0,11,2.964738
13.0,13,2.981127
14.0,14,2.990266
26.0,26,3.015239
11.0,11,3.01929
10.0,10,3.032833
23.0,23,3.069718
13.0,13,3.084132
19.0,19,3.108225
12.0,12,3.141713
17.0,17,3.182845
15.0,15,3.216811
25.0,25,3.26804
22.0,22,3.313508
14.0,14,3.332449
12.0,12,3.353953
13.0,13,3.383469
10.0,10,3.403551
48.0,48,3.492997
74.0,74,3.646337
20.0,20,3.67075
26.0,26,3.715038
21.0,21,3.748931
17.0,17,3.776815
14.0,14,3.788273
14.0,14,3.803718
18.0,18,3.821741
30.0,30,3.848786
27.0,27,3.865269
24.0,24,3.882779
14.0,14,3.893368
26.0,26,3.903775
45.0,45,4.004737
16.0,16,4.024316
21.0,21,4.059135
16.0,16,4.082039
43.0,43,4.16458
15.0,15,4.185947
20.0,20,4.232142
28.0,28,4.283166
22.0,22,4.327136
15.0,15,4.354165
29.0,29,4.447564
18.0,18,4.488803
37.0,37,4.573605
27.0,27,4.636402
17.0,17,4.671557
16.0,16,4.705046
59.0,59,4.778585
24.0,24,4.798906
22.0,22,6.876999
15.0,15,6.907645
18.0,18,6.97
14.0,14,7.007703
32.0,32,7.08585
39.0,39,7.166332
11.0,11,7.184852
39.0,39,7.25542
21.0,21,7.304205
42.0,42,7.385359
11.0,11,7.404346
17.0,17,7.434839
13.0,13,7.458317
15.0,15,7.485364
29.0,29,7.551882
61.0,61,7.710838
14.0,14,7.734204
34.0,34,7.785192
17.0,17,7.81847
19.0,19,7.863246
26.0,26,7.91212
12.0,12,7.945056
23.0,23,8.0347
16.0,16,8.089823
18.0,18,8.120064
11.0,11,8.136578
26.0,26,8.192855
77.0,77,8.392149
23.0,23,8.432354
18.0,18,8.468323
12.0,12,8.5016
10.0,10,8.539258
10.0,10,8.569317
15.0,15,8.606642
39.0,39,8.689831
18.0,18,8.760043
26.0,26,8.81338
43.0,43,8.904373
16.0,16,8.950273
18.0,18,8.998724
23.0,23,9.046933
36.0,36,9.14094
9.0,9,9.161659
34.0,34,9.24583
18.0,18,9.292315
26.0,26,9.339089
14.0,14,9.377095
14.0,14,9.408781
46.0,46,9.507762
30.0,30,9.574532
11.0,11,9.604923
19.0,19,9.654684
13.0,13,9.701122
31.0,31,9.777773
32.0,32,9.827986
16.0,16,9.855433
28.0,28,9.910021
12.0,12,9.925608
9.0,9,9.952736
15.0,15,9.974428
20.0,20,10.004064
20.0,20,10.027428
30.0,30,10.055709
21.0,21,10.095437
37.0,37,10.137857
14.0,14,10.159732
17.0,17,10.191182
15.0,15,10.210312
45.0,45,10.254467
12.0,12,10.27808
