#{"t_start": 1747226844.1039298, "env_id": "None"}
r,l,t
18.0,18,0.054804
21.0,21,0.094872
35.0,35,0.145416
20.0,20,0.541659
14.0,14,0.55878
15.0,15,0.570983
48.0,48,0.603777
17.0,17,0.618824
18.0,18,0.631395
62.0,62,0.692671
19.0,19,0.720664
33.0,33,0.748522
30.0,30,0.775193
16.0,16,0.807004
14.0,14,0.946283
33.0,33,1.042977
19.0,19,1.083206
15.0,15,1.128652
38.0,38,1.227355
24.0,24,1.287116
25.0,25,1.323595
16.0,16,1.347705
80.0,80,1.445478
29.0,29,1.489928
13.0,13,1.509077
14.0,14,1.531066
16.0,16,1.550441
25.0,25,1.57891
17.0,17,1.596082
32.0,32,1.638299
31.0,31,1.674894
16.0,16,1.697264
11.0,11,1.704813
24.0,24,1.727806
23.0,23,1.747562
12.0,12,1.768722
16.0,16,1.790061
16.0,16,1.811906
14.0,14,1.834238
28.0,28,1.87274
34.0,34,1.914113
15.0,15,1.936094
16.0,16,1.961587
17.0,17,1.993191
20.0,20,2.008141
11.0,11,2.03334
30.0,30,2.066592
46.0,46,2.219339
18.0,18,2.264322
18.0,18,2.30269
25.0,25,2.337485
20.0,20,2.38501
17.0,17,2.428586
18.0,18,2.478045
15.0,15,2.512181
11.0,11,2.543268
19.0,19,2.585732
24.0,24,2.632041
24.0,24,2.669073
15.0,15,2.700455
25.0,25,2.756686
17.0,17,2.784748
14.0,14,2.815906
19.0,19,2.849698
26.0,26,2.913584
21.0,21,2.951109
15.0,15,3.000137
17.0,17,3.026875
14.0,14,3.048826
15.0,15,3.065299
11.0,11,3.082926
28.0,28,3.104397
12.0,12,3.120538
14.0,14,3.131368
18.0,18,3.137857
15.0,15,3.154554
16.0,16,3.170679
19.0,19,3.185944
23.0,23,3.202922
9.0,9,3.207174
16.0,16,3.221015
16.0,16,3.232262
30.0,30,3.262112
15.0,15,3.283813
17.0,17,3.293404
21.0,21,3.307887
20.0,20,3.31971
19.0,19,3.341922
17.0,17,3.358051
