#{"t_start": 1747228273.0673196, "env_id": "None"}
r,l,t
18.0,18,0.770923
21.0,21,0.793927
35.0,35,0.818858
20.0,20,0.839905
14.0,14,0.844348
15.0,15,0.856996
48.0,48,0.885552
17.0,17,0.896662
18.0,18,0.909042
44.0,44,0.933954
9.0,9,0.945828
13.0,13,0.956653
20.0,20,0.958015
73.0,73,1.016534
13.0,13,1.02317
36.0,36,1.054606
24.0,24,1.068127
16.0,16,1.077691
25.0,25,1.095077
24.0,24,1.109824
23.0,23,1.124422
30.0,30,1.143452
20.0,20,1.157422
24.0,24,1.173274
15.0,15,1.185927
24.0,24,1.203516
22.0,22,1.218173
12.0,12,1.228184
45.0,45,1.26284
33.0,33,1.285964
11.0,11,1.295567
16.0,16,1.308608
19.0,19,1.323386
15.0,15,1.334896
19.0,19,1.349164
14.0,14,1.360769
70.0,70,1.411618
12.0,12,1.420283
11.0,11,1.437344
13.0,13,1.445686
14.0,14,1.458143
26.0,26,1.482823
11.0,11,1.492457
10.0,10,1.493983
23.0,23,1.508202
13.0,13,1.525706
19.0,19,1.54042
12.0,12,1.551113
17.0,17,1.564145
15.0,15,1.575148
25.0,25,1.595823
22.0,22,1.611927
14.0,14,1.622399
12.0,12,1.631218
13.0,13,1.640365
10.0,10,1.647401
48.0,48,1.681113
74.0,74,1.726576
20.0,20,1.740582
26.0,26,1.756304
21.0,21,1.770808
17.0,17,1.779208
14.0,14,1.78964
14.0,14,1.791672
18.0,18,1.80833
30.0,30,1.826409
27.0,27,1.841874
24.0,24,1.856099
14.0,14,1.865017
26.0,26,1.881577
45.0,45,1.913158
16.0,16,1.922895
21.0,21,1.938467
16.0,16,1.948715
43.0,43,1.974936
15.0,15,1.986594
20.0,20,2.004716
28.0,28,2.023844
22.0,22,2.038534
15.0,15,2.049312
29.0,29,2.065141
18.0,18,2.079194
37.0,37,2.103498
27.0,27,2.12198
17.0,17,2.127075
16.0,16,2.143213
59.0,59,2.183334
24.0,24,2.21294
22.0,22,3.531186
15.0,15,3.531186
18.0,18,3.559536
14.0,14,3.561688
32.0,32,3.58226
39.0,39,3.604565
11.0,11,3.61427
39.0,39,3.637865
21.0,21,3.654161
42.0,42,3.677748
11.0,11,3.683367
17.0,17,3.693357
13.0,13,3.700177
15.0,15,3.711241
29.0,29,3.721027
61.0,61,3.754611
14.0,14,3.765788
34.0,34,3.782979
17.0,17,3.796523
19.0,19,3.80447
26.0,26,3.822671
12.0,12,3.827157
23.0,23,3.83778
16.0,16,3.849172
18.0,18,3.861862
11.0,11,3.866337
26.0,26,3.882543
77.0,77,3.921412
23.0,23,3.93814
18.0,18,3.93814
12.0,12,3.956326
10.0,10,3.960697
10.0,10,3.960697
15.0,15,3.971462
39.0,39,3.995783
18.0,18,4.004762
26.0,26,4.02146
43.0,43,4.044434
16.0,16,4.055053
18.0,18,4.064636
23.0,23,4.071044
36.0,36,4.099638
9.0,9,4.104511
34.0,34,4.121605
18.0,18,4.134292
26.0,26,4.149874
14.0,14,4.155042
14.0,14,4.166629
46.0,46,4.194789
30.0,30,4.220295
11.0,11,4.233664
19.0,19,4.248801
13.0,13,4.254798
31.0,31,4.276148
32.0,32,4.28856
16.0,16,4.300442
28.0,28,4.321984
12.0,12,4.332519
9.0,9,4.342128
15.0,15,4.351616
20.0,20,4.365361
20.0,20,4.3716
30.0,30,4.398809
21.0,21,4.415274
37.0,37,4.438561
14.0,14,4.455198
17.0,17,4.471919
15.0,15,4.482191
45.0,45,4.514395
12.0,12,4.521989
30.0,30,4.538866
14.0,14,4.548176
37.0,37,4.571815
23.0,23,4.58836
70.0,70,4.637857
36.0,36,4.659885
18.0,18,4.660983
11.0,11,4.679121
15.0,15,4.687791
14.0,14,4.697731
15.0,15,4.707545
26.0,26,4.721799
20.0,20,4.721799
14.0,14,4.738511
17.0,17,4.755258
18.0,18,4.755258
23.0,23,4.782809
11.0,11,4.788576
13.0,13,4.801064
17.0,17,5.833261
11.0,11,5.833261
19.0,19,5.85675
33.0,33,5.878312
60.0,60,5.916081
47.0,47,5.941354
19.0,19,5.945838
13.0,13,5.959095
13.0,13,5.965019
37.0,37,5.984243
46.0,46,6.016142
12.0,12,6.024302
34.0,34,6.040742
15.0,15,6.040742
40.0,40,6.074297
12.0,12,6.078713
16.0,16,6.091338
41.0,41,6.11315
52.0,52,6.14611
26.0,26,6.161218
18.0,18,6.172403
25.0,25,6.189043
15.0,15,6.199433
27.0,27,6.218235
16.0,16,6.229133
31.0,31,6.250893
20.0,20,6.265311
15.0,15,6.276809
30.0,30,6.297486
12.0,12,6.307523
13.0,13,6.313856
23.0,23,6.332421
20.0,20,6.346503
12.0,12,6.358032
14.0,14,6.369836
32.0,32,6.394473
14.0,14,6.408115
19.0,19,6.423645
14.0,14,6.437068
12.0,12,6.447351
15.0,15,6.458152
41.0,41,6.489308
18.0,18,6.501563
32.0,32,6.523813
19.0,19,6.531082
16.0,16,6.557951
40.0,40,6.635178
35.0,35,6.672523
20.0,20,6.714417
57.0,57,6.76229
20.0,20,6.777938
55.0,55,6.815376
16.0,16,6.82968
21.0,21,6.844262
14.0,14,6.848558
13.0,13,6.864845
22.0,22,6.881558
35.0,35,6.906347
13.0,13,6.917937
10.0,10,6.926575
14.0,14,6.931445
45.0,45,6.964005
40.0,40,6.985238
17.0,17,7.000218
28.0,28,7.016948
26.0,26,7.035265
11.0,11,7.042375
31.0,31,7.062073
19.0,19,7.073185
12.0,12,7.080479
16.0,16,7.091729
18.0,18,7.097654
14.0,14,7.113366
23.0,23,7.127744
39.0,39,7.14769
12.0,12,7.161241
24.0,24,7.175501
31.0,31,7.194334
19.0,19,7.209042
32.0,32,7.235007
21.0,21,7.250159
15.0,15,7.26393
20.0,20,7.278721
21.0,21,7.296447
14.0,14,7.309799
40.0,40,7.352927
35.0,35,8.482974
23.0,23,8.486274
21.0,21,8.511072
26.0,26,8.529096
19.0,19,8.532304
32.0,32,8.559891
13.0,13,8.565021
15.0,15,8.578004
22.0,22,8.586397
24.0,24,8.602955
29.0,29,8.615312
52.0,52,8.653147
11.0,11,8.662658
18.0,18,8.675629
18.0,18,8.686361
23.0,23,8.70475
15.0,15,8.715312
34.0,34,8.737514
18.0,18,8.750678
29.0,29,8.769572
23.0,23,8.783733
15.0,15,8.794311
17.0,17,8.803582
18.0,18,8.815731
16.0,16,8.828973
23.0,23,8.844357
33.0,33,8.866465
17.0,17,8.87767
26.0,26,8.896391
31.0,31,8.916081
25.0,25,8.926462
38.0,38,8.949368
16.0,16,8.968576
21.0,21,8.979792
22.0,22,8.9925
13.0,13,9.001867
49.0,49,9.032154
21.0,21,9.048011
13.0,13,9.049021
10.0,10,9.061619
30.0,30,9.080927
82.0,82,9.13284
35.0,35,9.154168
44.0,44,9.187378
23.0,23,9.193129
12.0,12,9.209296
15.0,15,9.220683
17.0,17,9.230929
9.0,9,9.238051
21.0,21,9.254144
12.0,12,9.262385
19.0,19,9.277995
14.0,14,9.287359
32.0,32,9.313641
17.0,17,9.327295
29.0,29,9.346682
20.0,20,9.361545
13.0,13,9.373506
38.0,38,9.402564
30.0,30,9.428123
15.0,15,9.434094
17.0,17,9.44956
17.0,17,9.464648
26.0,26,9.48574
23.0,23,9.502783
54.0,54,9.533661
30.0,30,9.558551
17.0,17,9.567213
19.0,19,9.58155
18.0,18,9.595595
23.0,23,9.611815
40.0,40,9.636093
21.0,21,9.651021
11.0,11,9.658672
12.0,12,9.669379
14.0,14,9.680377
19.0,19,9.692006
60.0,60,9.727403
9.0,9,9.733065
34.0,34,9.74867
12.0,12,9.760821
27.0,27,9.777785
18.0,18,9.788087
11.0,11,9.798118
29.0,29,9.818928
14.0,14,9.827815
24.0,24,9.844137
37.0,37,10.950594
17.0,17,10.96722
24.0,24,10.989559
69.0,69,11.031741
15.0,15,11.036714
53.0,53,11.06903
12.0,12,11.072118
24.0,24,11.088546
31.0,31,11.105897
13.0,13,11.113901
12.0,12,11.121003
20.0,20,11.131918
13.0,13,11.138256
16.0,16,11.147269
25.0,25,11.160877
14.0,14,11.170597
13.0,13,11.177481
20.0,20,11.187729
17.0,17,11.197274
16.0,16,11.200287
16.0,16,11.21532
21.0,21,11.233678
13.0,13,11.246401
14.0,14,11.260017
39.0,39,11.280731
18.0,18,11.287735
20.0,20,11.30034
11.0,11,11.305144
11.0,11,11.313138
25.0,25,11.327716
14.0,14,11.336087
14.0,14,11.343322
20.0,20,11.354858
18.0,18,11.366261
14.0,14,11.372627
16.0,16,11.386723
16.0,16,11.395444
52.0,52,11.431798
16.0,16,11.444497
31.0,31,11.467614
16.0,16,11.48158
10.0,10,11.487545
13.0,13,11.499138
16.0,16,11.512173
15.0,15,11.522497
16.0,16,11.536264
10.0,10,11.54592
37.0,37,11.577701
20.0,20,11.594542
13.0,13,11.600469
13.0,13,11.616902
22.0,22,11.633662
14.0,14,11.648034
9.0,9,11.65504
11.0,11,11.664657
17.0,17,11.680095
15.0,15,11.699366
16.0,16,11.711562
10.0,10,11.72031
10.0,10,11.729275
43.0,43,11.760558
17.0,17,11.777022
14.0,14,11.785536
49.0,49,11.820086
25.0,25,11.839546
14.0,14,11.849018
54.0,54,11.884051
22.0,22,11.899649
13.0,13,11.90653
13.0,13,11.918545
13.0,13,11.928651
20.0,20,11.940072
45.0,45,11.973134
19.0,19,11.984847
17.0,17,12.00118
13.0,13,12.002309
16.0,16,12.020285
67.0,67,12.065455
23.0,23,12.0811
20.0,20,12.094126
12.0,12,12.102618
11.0,11,12.102618
12.0,12,12.117248
24.0,24,12.135388
14.0,14,12.149906
17.0,17,12.168375
13.0,13,12.182204
32.0,32,12.213592
17.0,17,12.223575
15.0,15,12.244162
17.0,17,12.265434
26.0,26,12.303908
21.0,21,12.32768
13.0,13,12.345289
61.0,61,12.40592
58.0,58,12.446513
10.0,10,13.668096
12.0,12,13.668096
11.0,11,13.668096
16.0,16,13.691944
28.0,28,13.711226
17.0,17,13.725485
16.0,16,13.736713
13.0,13,13.747149
12.0,12,13.752853
9.0,9,13.752853
28.0,28,13.775582
24.0,24,13.791928
26.0,26,13.803251
14.0,14,13.820342
17.0,17,13.831618
19.0,19,13.842282
18.0,18,13.856017
23.0,23,13.869927
17.0,17,13.881392
16.0,16,13.889375
15.0,15,13.900941
16.0,16,13.914502
9.0,9,13.921928
24.0,24,13.938229
31.0,31,13.952892
33.0,33,13.970764
14.0,14,13.988503
20.0,20,14.005126
30.0,30,14.020362
19.0,19,14.037372
27.0,27,14.056019
9.0,9,14.062427
39.0,39,14.086839
16.0,16,14.10137
27.0,27,14.116389
12.0,12,14.125388
39.0,39,14.154756
17.0,17,14.165901
17.0,17,14.179175
