#{"t_start": 1747226465.5566893, "env_id": "None"}
r,l,t
21.0,21,0.086039
11.0,11,0.112135
12.0,12,0.125526
14.0,14,0.136102
63.0,63,0.19389
76.0,76,0.278523
20.0,20,0.301955
14.0,14,0.313359
15.0,15,0.326591
14.0,14,0.342716
37.0,37,0.371237
18.0,18,0.391628
15.0,15,0.406966
13.0,13,0.413722
20.0,20,0.427126
11.0,11,0.444204
22.0,22,0.462785
29.0,29,0.490588
17.0,17,0.503385
21.0,21,0.505268
18.0,18,0.529517
18.0,18,0.543893
26.0,26,0.560777
22.0,22,0.571697
14.0,14,0.592961
17.0,17,0.606543
20.0,20,0.621991
15.0,15,0.635332
12.0,12,0.644517
22.0,22,0.659664
21.0,21,0.677168
30.0,30,0.704387
19.0,19,0.724162
47.0,47,0.758493
26.0,26,0.776163
10.0,10,0.776163
26.0,26,0.803521
41.0,41,0.826346
14.0,14,0.837667
21.0,21,0.858588
30.0,30,0.877684
15.0,15,0.892191
12.0,12,0.894383
31.0,31,0.925253
14.0,14,0.926381
21.0,21,0.944668
13.0,13,0.960151
17.0,17,0.972097
51.0,51,1.008365
11.0,11,1.010581
26.0,26,1.035918
32.0,32,1.060261
26.0,26,1.078116
10.0,10,1.078116
14.0,14,1.094024
20.0,20,1.104751
14.0,14,1.104751
16.0,16,1.126551
10.0,10,1.143872
16.0,16,1.155597
22.0,22,1.173836
21.0,21,1.187971
14.0,14,1.187971
29.0,29,1.223868
17.0,17,1.237082
12.0,12,1.243904
24.0,24,1.269303
15.0,15,1.27979
12.0,12,1.28805
21.0,21,1.307445
12.0,12,1.307445
13.0,13,1.32681
21.0,21,1.345184
20.0,20,1.3597
21.0,21,1.37697
18.0,18,1.388309
42.0,42,1.426963
37.0,37,1.460057
14.0,14,1.471215
17.0,17,1.480236
16.0,16,1.492719
14.0,14,1.507299
11.0,11,1.511693
39.0,39,1.543451
48.0,48,1.579911
40.0,40,1.615803
28.0,28,1.641243
13.0,13,1.641243
25.0,25,1.669622
17.0,17,1.681211
57.0,57,1.726789
9.0,9,1.72788
23.0,23,1.738581
19.0,19,2.69924
12.0,12,2.714973
29.0,29,2.743311
22.0,22,2.758261
20.0,20,2.765438
40.0,40,2.792544
22.0,22,2.807268
26.0,26,2.823942
14.0,14,2.828249
16.0,16,2.84508
19.0,19,2.858899
24.0,24,2.875376
37.0,37,2.890641
11.0,11,2.905503
16.0,16,2.910997
15.0,15,2.925972
17.0,17,2.928171
16.0,16,2.945125
20.0,20,2.961949
19.0,19,2.972757
11.0,11,2.981238
21.0,21,2.995786
33.0,33,3.011643
29.0,29,3.039468
12.0,12,3.039468
31.0,31,3.077404
24.0,24,3.09432
18.0,18,3.108833
16.0,16,3.110986
106.0,106,3.189704
11.0,11,3.198242
27.0,27,3.222017
11.0,11,3.222017
19.0,19,3.243475
15.0,15,3.258498
43.0,43,3.288795
43.0,43,3.317206
15.0,15,3.322039
27.0,27,3.343723
21.0,21,3.365218
42.0,42,3.393639
29.0,29,3.412666
10.0,10,3.415379
16.0,16,3.423667
29.0,29,3.445394
30.0,30,3.475302
18.0,18,3.4798
38.0,38,3.516924
45.0,45,3.545045
25.0,25,3.574308
33.0,33,3.595514
29.0,29,3.618418
18.0,18,3.631154
30.0,30,3.642078
34.0,34,3.677427
22.0,22,3.695428
13.0,13,3.706805
11.0,11,3.706805
13.0,13,3.73167
47.0,47,3.764704
14.0,14,3.773585
37.0,37,3.7958
18.0,18,3.812619
13.0,13,3.828748
26.0,26,3.840221
14.0,14,3.858142
17.0,17,3.864986
16.0,16,3.879709
23.0,23,3.890877
26.0,26,3.911379
16.0,16,3.928992
20.0,20,3.942085
18.0,18,3.949264
35.0,35,3.979105
36.0,36,3.996517
10.0,10,4.012775
14.0,14,4.021634
15.0,15,4.029947
13.0,13,4.046954
18.0,18,4.060184
17.0,17,4.065669
23.0,23,4.078921
12.0,12,4.095787
13.0,13,4.106255
