#{"t_start": 1747227328.3753228, "env_id": "None"}
r,l,t
20.0,20,7.777204
12.0,12,7.822242
19.0,19,7.860933
14.0,14,7.887766
15.0,15,7.923427
22.0,22,7.971858
17.0,17,8.002534
10.0,10,8.014456
15.0,15,8.036924
37.0,37,8.091825
10.0,10,8.102604
10.0,10,8.114559
15.0,15,8.137322
12.0,12,8.160913
18.0,18,8.208915
14.0,14,8.251196
26.0,26,8.303097
35.0,35,8.398916
21.0,21,8.434831
11.0,11,8.449807
13.0,13,8.467724
31.0,31,8.48923
41.0,41,8.573458
11.0,11,8.591213
14.0,14,8.618915
18.0,18,8.646676
29.0,29,8.688702
25.0,25,8.70939
15.0,15,8.716476
67.0,67,8.808427
23.0,23,8.857953
15.0,15,8.895835
17.0,17,8.922811
16.0,16,8.946449
10.0,10,8.961457
35.0,35,8.995603
18.0,18,9.01304
20.0,20,9.037518
22.0,22,9.06993
16.0,16,9.091269
14.0,14,9.102816
36.0,36,9.143173
18.0,18,9.160636
16.0,16,9.180915
16.0,16,9.202126
12.0,12,9.21383
24.0,24,9.230445
28.0,28,9.247414
31.0,31,9.276635
23.0,23,9.304403
13.0,13,9.317101
17.0,17,9.335866
22.0,22,9.357115
21.0,21,9.387893
13.0,13,9.416803
28.0,28,9.472848
20.0,20,9.502414
28.0,28,9.544399
25.0,25,9.575116
25.0,25,9.599355
60.0,60,9.686399
15.0,15,9.716764
30.0,30,9.746922
17.0,17,9.788828
17.0,17,9.817332
17.0,17,9.830302
24.0,24,9.858851
24.0,24,9.879785
13.0,13,9.894491
29.0,29,9.937036
19.0,19,9.96379
25.0,25,10.003343
29.0,29,10.033051
15.0,15,10.068755
16.0,16,10.09373
13.0,13,10.117193
17.0,17,10.143823
15.0,15,10.160134
14.0,14,10.169646
82.0,82,10.260004
16.0,16,10.294086
11.0,11,10.305427
18.0,18,10.330145
12.0,12,10.345905
32.0,32,10.391781
21.0,21,10.413169
25.0,25,10.439692
23.0,23,10.463697
23.0,23,10.490639
12.0,12,10.507162
30.0,30,10.55182
30.0,30,10.593603
33.0,33,10.641738
20.0,20,10.694492
26.0,26,11.985573
66.0,66,12.056182
19.0,19,12.090199
22.0,22,12.110156
28.0,28,12.130241
20.0,20,12.166356
17.0,17,12.182014
33.0,33,12.201357
14.0,14,12.234025
19.0,19,12.262817
14.0,14,12.287663
19.0,19,12.317294
15.0,15,12.338708
13.0,13,12.356398
23.0,23,12.395699
31.0,31,12.449975
23.0,23,12.492479
17.0,17,12.529628
20.0,20,12.584516
43.0,43,12.667819
14.0,14,12.702046
14.0,14,12.72311
12.0,12,12.744522
39.0,39,12.795981
16.0,16,12.825861
22.0,22,12.873837
20.0,20,12.90724
32.0,32,12.963569
13.0,13,12.986297
16.0,16,13.005132
23.0,23,13.042276
12.0,12,13.056386
15.0,15,13.097136
14.0,14,13.124423
21.0,21,13.158422
21.0,21,13.195559
31.0,31,13.247063
12.0,12,13.262894
15.0,15,13.285787
34.0,34,13.33919
60.0,60,13.437719
25.0,25,13.476757
26.0,26,13.536388
21.0,21,13.571427
22.0,22,13.597099
14.0,14,13.611333
41.0,41,13.661957
14.0,14,13.692636
27.0,27,13.730814
18.0,18,13.755932
30.0,30,13.806698
22.0,22,13.86295
