#{"t_start": 1747227180.556159, "env_id": "None"}
r,l,t
20.0,20,0.021337
12.0,12,0.037891
19.0,19,0.050692
14.0,14,0.06629
15.0,15,0.076974
22.0,22,0.092495
17.0,17,0.108683
10.0,10,0.122494
15.0,15,0.139111
37.0,37,0.17404
10.0,10,0.18445
10.0,10,0.193448
15.0,15,0.274454
12.0,12,0.312492
18.0,18,0.374125
14.0,14,0.397973
26.0,26,0.444463
35.0,35,0.510228
21.0,21,0.540115
11.0,11,0.557766
13.0,13,0.577617
31.0,31,0.63026
41.0,41,0.674961
11.0,11,0.692921
14.0,14,0.712647
18.0,18,0.737925
29.0,29,0.771447
25.0,25,0.813825
15.0,15,0.831518
67.0,67,0.898563
23.0,23,0.932395
15.0,15,0.957686
17.0,17,0.97954
16.0,16,0.995324
10.0,10,1.009898
35.0,35,1.045799
18.0,18,1.066771
20.0,20,1.09128
22.0,22,1.112376
16.0,16,1.127991
14.0,14,1.143971
36.0,36,1.181288
18.0,18,1.210588
16.0,16,1.240556
16.0,16,1.256859
12.0,12,1.267451
24.0,24,1.28821
28.0,28,1.311098
31.0,31,1.336924
23.0,23,1.355553
13.0,13,1.36937
17.0,17,1.382158
22.0,22,1.403096
21.0,21,1.419105
13.0,13,1.428699
28.0,28,1.452062
20.0,20,1.471701
28.0,28,1.504378
25.0,25,1.529725
25.0,25,1.554462
60.0,60,1.631994
15.0,15,1.658515
30.0,30,1.686639
17.0,17,1.711579
17.0,17,1.728699
17.0,17,1.744649
24.0,24,1.774297
24.0,24,1.797252
13.0,13,1.811471
29.0,29,1.841372
19.0,19,1.860587
25.0,25,1.902366
29.0,29,1.948334
15.0,15,1.9777
16.0,16,1.999568
13.0,13,2.014825
17.0,17,2.03565
15.0,15,2.050477
14.0,14,2.07181
82.0,82,2.155272
16.0,16,2.195863
11.0,11,2.212627
18.0,18,2.229744
12.0,12,2.242575
32.0,32,2.267145
21.0,21,2.283855
25.0,25,2.304071
23.0,23,2.321586
23.0,23,2.339411
12.0,12,2.347764
30.0,30,2.374327
