#{"t_start": 1747234238.8837368, "env_id": "None"}
r,l,t
13.0,13,4.662291
27.0,27,4.678939
18.0,18,4.687608
27.0,27,4.702206
51.0,51,4.734594
14.0,14,4.747895
19.0,19,4.756956
17.0,17,4.765991
14.0,14,4.773416
25.0,25,4.78619
26.0,26,4.802246
27.0,27,4.822888
19.0,19,4.836352
32.0,32,4.858512
53.0,53,4.901933
14.0,14,4.913431
17.0,17,4.92258
42.0,42,4.951342
20.0,20,4.96679
17.0,17,4.992111
12.0,12,5.003882
27.0,27,5.027897
21.0,21,5.058105
29.0,29,5.090151
17.0,17,5.106092
45.0,45,5.131861
18.0,18,5.154135
14.0,14,5.169651
15.0,15,5.186802
35.0,35,5.224481
16.0,16,5.246056
11.0,11,5.254142
28.0,28,5.282176
24.0,24,5.300351
32.0,32,5.330933
16.0,16,5.339185
25.0,25,5.365743
15.0,15,5.376116
24.0,24,5.40139
14.0,14,5.424831
19.0,19,5.448664
20.0,20,5.46518
13.0,13,5.476258
29.0,29,5.50135
29.0,29,5.519385
26.0,26,5.542
29.0,29,7.025861
73.0,73,7.10322
26.0,26,7.119217
54.0,54,7.159251
11.0,11,7.16673
16.0,16,7.174634
24.0,24,7.187822
32.0,32,7.213355
16.0,16,7.237749
11.0,11,7.252154
18.0,18,7.264722
34.0,34,7.291352
17.0,17,7.302485
17.0,17,7.313851
30.0,30,7.336773
15.0,15,7.347314
36.0,36,7.367882
23.0,23,7.381973
27.0,27,7.396978
15.0,15,7.407049
19.0,19,7.422748
31.0,31,7.441167
34.0,34,7.458169
22.0,22,7.471944
20.0,20,7.485614
16.0,16,7.496865
29.0,29,7.514923
20.0,20,7.525007
40.0,40,7.551014
62.0,62,7.604885
34.0,34,7.623382
16.0,16,7.633249
24.0,24,7.648062
19.0,19,7.669141
26.0,26,7.688137
64.0,64,7.727433
22.0,22,7.749398
16.0,16,7.760083
12.0,12,7.7668
50.0,50,7.795502
14.0,14,7.802336
35.0,35,7.825196
32.0,32,7.875817
12.0,12,7.884444
28.0,28,7.903772
14.0,14,7.918046
12.0,12,7.927172
19.0,19,7.938715
21.0,21,7.954586
38.0,38,7.982709
22.0,22,7.994371
22.0,22,8.005018
44.0,44,8.028944
39.0,39,8.050666
19.0,19,8.062833
14.0,14,8.07132
34.0,34,8.092715
23.0,23,8.109902
18.0,18,8.121614
76.0,76,8.170639
37.0,37,8.193938
32.0,32,8.228307
16.0,16,8.242992
12.0,12,8.251222
14.0,14,8.259121
14.0,14,8.267798
12.0,12,8.276395
42.0,42,8.301826
12.0,12,8.308134
58.0,58,8.346003
29.0,29,8.361147
17.0,17,8.378204
16.0,16,8.403546
20.0,20,8.431267
15.0,15,8.440861
20.0,20,8.45457
43.0,43,8.483511
30.0,30,9.659974
36.0,36,9.678311
37.0,37,9.70436
30.0,30,9.73539
26.0,26,9.750442
28.0,28,9.765082
31.0,31,9.784429
20.0,20,9.794695
36.0,36,9.824311
21.0,21,9.838279
41.0,41,9.909117
17.0,17,9.946235
45.0,45,9.987479
64.0,64,10.027859
32.0,32,10.043776
23.0,23,10.055579
18.0,18,10.073987
42.0,42,10.105055
24.0,24,10.148813
42.0,42,10.213416
32.0,32,10.240594
40.0,40,10.27734
40.0,40,10.297013
16.0,16,10.306034
16.0,16,10.316676
28.0,28,10.333112
20.0,20,10.34193
29.0,29,10.361049
43.0,43,10.384364
42.0,42,10.40601
15.0,15,10.414619
21.0,21,10.425918
20.0,20,10.436967
11.0,11,10.442516
24.0,24,10.457019
13.0,13,10.463716
73.0,73,10.502895
48.0,48,10.528503
24.0,24,10.542011
22.0,22,10.555331
27.0,27,10.571673
39.0,39,10.593019
44.0,44,10.61553
22.0,22,10.62697
13.0,13,10.634264
16.0,16,10.642953
28.0,28,10.658353
34.0,34,10.682333
30.0,30,10.69969
73.0,73,10.746889
12.0,12,10.768934
12.0,12,10.790515
15.0,15,10.820131
12.0,12,10.843506
33.0,33,10.891956
15.0,15,10.903907
20.0,20,10.91834
46.0,46,10.969116
20.0,20,10.987659
33.0,33,11.022464
28.0,28,11.051185
13.0,13,11.064207
41.0,41,11.106472
25.0,25,11.132177
12.0,12,11.143538
45.0,45,11.185215
33.0,33,11.22006
16.0,16,11.238772
13.0,13,11.254729
14.0,14,11.272638
11.0,11,11.288731
22.0,22,11.321418
27.0,27,11.370845
70.0,70,12.696333
16.0,16,12.715796
24.0,24,12.745502
59.0,59,12.816895
15.0,15,12.840468
69.0,69,12.928942
16.0,16,12.937384
23.0,23,12.968264
29.0,29,13.012953
22.0,22,13.049918
17.0,17,13.075073
25.0,25,13.101208
20.0,20,13.117195
45.0,45,13.175144
23.0,23,13.210438
103.0,103,13.322994
12.0,12,13.3355
38.0,38,13.37965
24.0,24,13.411997
74.0,74,13.458241
18.0,18,13.467795
55.0,55,13.497866
17.0,17,13.509223
42.0,42,13.53003
14.0,14,13.539582
18.0,18,13.550234
14.0,14,13.5582
44.0,44,13.588094
52.0,52,13.617
38.0,38,13.637244
41.0,41,13.679054
28.0,28,13.693881
95.0,95,13.748225
53.0,53,13.777349
32.0,32,13.793504
23.0,23,13.811556
50.0,50,13.873685
31.0,31,13.899783
12.0,12,13.910175
25.0,25,13.933387
18.0,18,13.96028
41.0,41,13.999376
32.0,32,14.021469
32.0,32,14.038223
31.0,31,14.054205
49.0,49,14.08068
23.0,23,14.09345
29.0,29,14.114606
26.0,26,14.12772
72.0,72,14.165858
22.0,22,14.180539
20.0,20,14.193479
44.0,44,14.220551
30.0,30,14.24546
78.0,78,14.286786
22.0,22,14.298081
21.0,21,14.31048
17.0,17,14.319469
15.0,15,14.327428
41.0,41,15.527887
32.0,32,15.546963
23.0,23,15.55949
17.0,17,15.57341
48.0,48,15.607357
82.0,82,15.652591
24.0,24,15.666599
32.0,32,15.703305
22.0,22,15.714161
46.0,46,15.769719
56.0,56,15.814435
50.0,50,15.881019
43.0,43,15.939541
43.0,43,15.998542
28.0,28,16.031081
23.0,23,16.074484
16.0,16,16.093709
33.0,33,16.123336
172.0,172,16.208893
36.0,36,16.235256
30.0,30,16.26865
44.0,44,16.300035
17.0,17,16.320468
69.0,69,16.355968
54.0,54,16.416629
55.0,55,16.501372
46.0,46,16.535676
45.0,45,16.569056
29.0,29,16.602497
33.0,33,16.630608
69.0,69,16.695829
39.0,39,16.728741
69.0,69,16.7723
14.0,14,16.78881
21.0,21,16.799709
46.0,46,16.856161
32.0,32,16.901803
20.0,20,16.939603
33.0,33,16.99043
46.0,46,17.034402
42.0,42,17.063866
65.0,65,17.128533
13.0,13,17.138431
28.0,28,17.179419
70.0,70,17.228344
78.0,78,17.29195
50.0,50,17.342119
57.0,57,18.707403
20.0,20,18.725215
38.0,38,18.750078
45.0,45,18.790499
14.0,14,18.806369
39.0,39,18.832453
42.0,42,18.89286
80.0,80,18.996091
27.0,27,19.039204
59.0,59,19.082302
28.0,28,19.096232
70.0,70,19.137496
27.0,27,19.159634
23.0,23,19.179411
41.0,41,19.209508
23.0,23,19.225461
48.0,48,19.294005
42.0,42,19.318111
31.0,31,19.335802
44.0,44,19.364316
79.0,79,19.412383
19.0,19,19.433903
46.0,46,19.459733
74.0,74,19.497667
65.0,65,19.547554
28.0,28,19.587809
168.0,168,19.741137
97.0,97,19.822025
58.0,58,19.886994
17.0,17,19.92024
27.0,27,19.938179
23.0,23,19.952533
30.0,30,19.982525
35.0,35,20.017272
32.0,32,20.034942
81.0,81,20.114556
21.0,21,20.136378
21.0,21,20.154448
36.0,36,20.174406
59.0,59,20.230097
53.0,53,20.288466
80.0,80,20.393205
31.0,31,20.415084
40.0,40,20.445756
23.0,23,20.460714
137.0,137,21.854444
50.0,50,21.896378
15.0,15,21.926612
42.0,42,21.979913
33.0,33,22.01629
34.0,34,22.058379
25.0,25,22.084137
114.0,114,22.148628
29.0,29,22.172111
29.0,29,22.192492
93.0,93,22.310681
26.0,26,22.360412
43.0,43,22.432055
61.0,61,22.518301
37.0,37,22.574358
32.0,32,22.610581
180.0,180,22.78044
36.0,36,22.833889
44.0,44,22.875821
68.0,68,22.953099
30.0,30,22.979865
25.0,25,23.007454
50.0,50,23.064977
36.0,36,23.097835
55.0,55,23.168401
39.0,39,23.239839
29.0,29,23.293865
28.0,28,23.339118
20.0,20,23.372397
131.0,131,23.522695
41.0,41,23.55977
30.0,30,23.600154
16.0,16,23.628089
27.0,27,23.681104
33.0,33,23.722374
50.0,50,23.777258
27.0,27,23.791341
80.0,80,23.836771
30.0,30,23.853308
66.0,66,23.900894
46.0,46,23.942776
14.0,14,23.951618
