topology,count,mean,std,min,25%,50%,75%,max
fc,3.0,48.64333333333334,3.4596146220834094,46.25,46.66,47.07,49.84,52.61
modular,3.0,23.24666666666667,1.8240705395716834,21.21,22.505000000000003,23.8,24.265,24.73
rs,3.0,42.11666666666667,4.150546148801786,38.66,39.815,40.97,43.845,46.72
sw_neat,3.0,22.97,0.9477868958790255,21.96,22.535,23.11,23.475,23.84
sw_ws,3.0,22.093333333333334,1.3300501243687521,20.64,21.515,22.39,22.82,23.25
