#{"t_start": 1747227289.5955174, "env_id": "None"}
r,l,t
20.0,20,0.069891
12.0,12,0.098428
19.0,19,0.11974
14.0,14,0.139789
15.0,15,0.159171
22.0,22,0.190904
17.0,17,0.20191
10.0,10,0.216196
15.0,15,0.230643
37.0,37,0.273599
10.0,10,0.288145
10.0,10,0.296632
15.0,15,0.310734
12.0,12,0.325664
18.0,18,0.33903
14.0,14,0.351288
26.0,26,0.368352
35.0,35,0.386926
21.0,21,0.403049
11.0,11,0.409429
13.0,13,0.416899
31.0,31,0.436407
41.0,41,0.463568
11.0,11,0.483145
14.0,14,0.492908
18.0,18,0.508857
29.0,29,0.536618
25.0,25,0.564902
15.0,15,0.586704
67.0,67,0.654177
23.0,23,0.692825
15.0,15,0.724818
17.0,17,0.738699
16.0,16,0.752553
10.0,10,0.76112
35.0,35,0.789745
18.0,18,0.809869
20.0,20,0.82492
22.0,22,0.845046
16.0,16,0.859934
14.0,14,0.874858
36.0,36,0.907016
18.0,18,0.932541
16.0,16,0.949469
16.0,16,0.965561
12.0,12,0.982943
24.0,24,1.002923
28.0,28,1.037944
31.0,31,1.071979
23.0,23,1.087759
13.0,13,1.098421
17.0,17,1.108162
22.0,22,1.125663
21.0,21,1.139516
13.0,13,1.157549
28.0,28,1.194361
20.0,20,1.216817
28.0,28,1.252388
25.0,25,1.291212
25.0,25,1.314792
60.0,60,1.377241
15.0,15,1.40533
30.0,30,1.441003
17.0,17,1.469198
17.0,17,1.483663
17.0,17,1.496411
24.0,24,1.517714
24.0,24,1.550144
13.0,13,1.569155
29.0,29,1.607915
19.0,19,1.6229
25.0,25,1.638932
29.0,29,1.663064
15.0,15,1.69045
16.0,16,1.711771
13.0,13,1.723473
17.0,17,1.742856
15.0,15,1.757756
14.0,14,1.76846
82.0,82,1.883409
16.0,16,1.910705
11.0,11,1.920362
18.0,18,1.932131
12.0,12,1.941719
32.0,32,1.9794
21.0,21,1.993775
25.0,25,2.013897
23.0,23,2.049988
23.0,23,2.083577
12.0,12,2.104151
30.0,30,2.141205
30.0,30,2.263836
33.0,33,2.323991
20.0,20,2.371267
28.0,28,4.058426
66.0,66,4.109159
11.0,11,4.128401
46.0,46,4.160931
38.0,38,4.194684
39.0,39,4.234515
39.0,39,4.27149
24.0,24,4.2978
15.0,15,4.313421
11.0,11,4.318866
28.0,28,4.33305
21.0,21,4.353703
53.0,53,4.396091
31.0,31,4.453587
16.0,16,4.482203
33.0,33,4.529351
16.0,16,4.539495
41.0,41,4.61008
36.0,36,4.652822
45.0,45,4.714619
18.0,18,4.734426
16.0,16,4.746933
26.0,26,4.779799
35.0,35,4.815973
14.0,14,4.826084
17.0,17,4.842089
19.0,19,4.853968
40.0,40,4.888972
9.0,9,4.906125
37.0,37,4.930421
23.0,23,4.946418
18.0,18,4.968768
10.0,10,4.974362
18.0,18,4.985433
26.0,26,4.999499
45.0,45,5.024525
22.0,22,5.037202
31.0,31,5.059786
30.0,30,5.077466
40.0,40,5.109286
17.0,17,5.13292
54.0,54,5.176437
68.0,68,5.270939
